timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
145881480,0.0,0.0,0.0,0.0
146083877,0.0,0.0,0.0,0.0
146286277,0.0,0.0,0.0,0.0
146487111,0.0,0.0,0.0,0.0
146689478,0.0,0.0,0.0,0.0
146892691,0.0,0.0,0.0,0.0
147095085,0.0,0.0,0.0,0.0
147298271,0.0,0.0,0.0,0.0
147502316,0.0,0.0,0.0,0.0
147704691,0.0,0.0,0.0,0.0
147907078,0.0,0.0,0.0,0.0
148110285,0.0,0.0,0.0,0.0
148313517,0.0,0.0,0.0,0.0
148517478,0.0,0.0,0.0,0.0
148719925,0.0,0.0,0.0,0.0
148922275,0.0,0.0,0.0,0.0
149122281,0.0,0.0,0.0,0.0
149324708,0.0,0.0,0.0,0.0
149527087,0.0,0.0,0.0,0.0
149731116,0.0,0.0,0.0,0.0
149931080,0.0,0.0,0.0,0.0
150133639,0.0,0.0,0.0,0.0
150335894,0.0,0.0,0.0,0.0
150538279,0.0,0.0,0.0,0.0
150739897,0.0,0.0,0.0,0.0
150941517,0.0,0.0,0.0,0.0
151144676,0.0,0.0,0.0,0.0
151345516,0.0,0.0,0.0,0.0
151546279,0.0,0.0,0.0,0.0
151750275,0.0,0.0,0.0,0.0
