timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
8740543,0.0,0.0,0.0,0.002797683,0.004283495,0.42674255,0.0,0.0,0.0,0.019145489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27692062,0.27692083,4.151631,0.0,0.0,0.0,0.092237495,0.0,0.0,0.0,0.0,0.0,0.0022154406,0.03357794,0.048138283,0.0,0.0,0.0,0.0,0.0,0.0
8940543,0.0,0.0,0.0,0.00050440093,0.0074274493,0.041732788,0.0,0.0,0.0,0.0003376007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27543736,0.27543762,4.1484685,0.0,0.0,0.0,0.09212307,0.0,0.0,0.0,0.0,0.0,0.0020382383,0.031442437,0.049279515,0.0,0.0,0.0,0.0,0.0,0.0
9140596,0.0,0.0,0.0,-0.004805788,0.00610441,-0.40525818,0.0,0.0,0.0,-0.00078582764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274765,0.27476558,4.147373,0.0,0.0,0.0,0.09201187,0.0,0.0,0.0,0.0,0.0,0.00195394,0.015084348,0.023135934,0.0,0.0,0.0,0.0,0.0,0.0
9349346,0.0,0.0,0.0,-0.009410478,0.007870044,0.059173584,0.0,0.0,0.0,-0.010513067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27362895,0.2736296,4.145191,0.0,0.0,0.0,0.09191699,0.0,0.0,0.0,0.0,0.0,0.002227993,0.016810974,0.01645032,0.0,0.0,0.0,0.0,0.0,0.0
9549343,0.0,0.0,0.0,-0.008407786,0.0036719094,0.05419922,0.0,0.0,0.0,0.019392729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27322167,0.27322206,4.144995,0.0,0.0,0.0,0.09182437,0.0,0.0,0.0,0.0,0.0,0.0035865337,0.025291996,0.02936589,0.0,0.0,0.0,0.0,0.0,0.0
9750187,0.0,0.0,0.0,-0.0017616021,0.0021888947,0.2137146,0.0,0.0,0.0,0.020524025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27216598,0.27216592,4.143268,0.0,0.0,0.0,0.09175429,0.0,0.0,0.0,0.0,0.0,0.0036773758,0.022329612,0.023930898,0.0,0.0,0.0,0.0,0.0,0.0
9958143,0.0,0.0,0.0,0.003022051,-0.0017580619,-0.10475159,0.0,0.0,0.0,-0.00063180923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27167305,0.27167284,4.1431746,0.0,0.0,0.0,0.09168029,0.0,0.0,0.0,0.0,0.0,0.0026963628,0.01522401,0.022165999,0.0,0.0,0.0,0.0,0.0,0.0
10158145,0.0,0.0,0.0,0.0072598774,-0.0035451672,-0.5227661,0.0,0.0,0.0,0.013625383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2709758,0.27097556,4.1425405,0.0,0.0,0.0,0.09160746,0.0,0.0,0.0,0.0,0.0,0.002136361,0.022684757,0.03653991,0.0,0.0,0.0,0.0,0.0,0.0
10358943,0.0,0.0,0.0,0.013776753,-0.0052919625,-0.6666107,0.0,0.0,0.0,-0.018392086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27032787,0.27032772,4.141706,0.0,0.0,0.0,0.09154456,0.0,0.0,0.0,0.0,0.0,0.0016755335,0.040256932,0.06219768,0.0,0.0,0.0,0.0,0.0,0.0
10566943,0.0,0.0,0.0,0.01833562,-0.005542749,-0.018737793,0.0,0.0,0.0,-3.886223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27008224,0.2700822,4.142057,0.0,0.0,0.0,0.09148238,0.0,0.0,0.0,0.0,0.0,0.0021166396,0.036989927,0.058573592,0.0,0.0,0.0,0.0,0.0,0.0
10767743,0.0,0.0,0.0,0.021539638,-0.0036492923,0.13998413,0.0,0.0,0.0,0.0071578026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26872733,0.26872742,4.1384554,0.0,0.0,0.0,0.0914349,0.0,0.0,0.0,0.0,0.0,0.0025092694,0.02901747,0.043736696,0.0,0.0,0.0,0.0,0.0,0.0
10967750,0.0,0.0,0.0,0.023536734,-0.005411209,0.13002014,0.0,0.0,0.0,-0.01847148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26817513,0.26817524,4.136835,0.0,0.0,0.0,0.09138424,0.0,0.0,0.0,0.0,0.0,0.0026411498,0.024934815,0.021645315,0.0,0.0,0.0,0.0,0.0,0.0
11175759,0.0,0.0,0.0,0.024055075,-0.0074336194,0.3132019,0.0,0.0,0.0,-0.0023198128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26768154,0.26768166,4.1350236,0.0,0.0,0.0,0.09133378,0.0,0.0,0.0,0.0,0.0,0.002481186,0.027721444,0.031444494,0.0,0.0,0.0,0.0,0.0,0.0
11376577,0.0,0.0,0.0,0.026943648,-0.0074302,-0.29577637,0.0,0.0,0.0,0.0055589676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267024,0.26702413,4.1330695,0.0,0.0,0.0,0.09694509,0.0,0.0,0.0,0.0,0.0,0.002131191,0.02070723,0.021891823,0.0,0.0,0.0,0.0,0.0,0.0
11576543,0.0,0.0,0.0,0.011765763,-0.009486997,-0.11451721,0.0,0.0,0.0,-0.003804922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26565886,0.26565933,4.129818,0.0,0.0,0.0,0.09410393,0.0,0.0,0.0,0.0,0.0,0.0009780234,0.014363373,0.018142113,0.0,0.0,0.0,0.0,0.0,0.0
11784546,0.0,0.0,0.0,0.025144937,-0.0065023256,0.13943481,0.0,0.0,0.0,0.0044031143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26496252,0.2649626,4.1276746,0.0,0.0,0.0,0.09282917,0.0,0.0,0.0,0.0,0.0,0.0011359307,0.010707085,0.016136497,0.0,0.0,0.0,0.0,0.0,0.0
11985398,0.0,0.0,0.0,0.032126196,-0.013064944,-0.06704712,0.0,0.0,0.0,-0.005007267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26522705,0.26522735,4.1251135,0.0,0.0,0.0,0.092219144,0.0,0.0,0.0,0.0,0.0,0.00136277,0.016020723,0.023376789,0.0,0.0,0.0,0.0,0.0,0.0
12185401,0.0,0.0,0.0,0.044951905,-0.0046134726,-0.33418274,0.0,0.0,0.0,-0.012814045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26608723,0.26608884,4.121984,0.0,0.0,0.0,0.09183392,0.0,0.0,0.0,0.0,0.0,0.0026189946,0.022675203,0.020537809,0.0,0.0,0.0,0.0,0.0,0.0
12393349,0.0,0.0,0.0,0.0366604,-0.017032161,0.010498047,0.0,0.0,0.0,-0.012870312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26803014,0.2680309,4.1209316,0.0,0.0,0.0,0.09154785,0.0,0.0,0.0,0.0,0.0,0.00340708,0.033124503,0.028024513,0.0,0.0,0.0,0.0,0.0,0.0
12594150,0.0,0.0,0.0,0.029333005,-0.008026915,0.4385376,0.0,0.0,0.0,0.005391121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26914772,0.2691483,4.118681,0.0,0.0,0.0,0.09136785,0.0,0.0,0.0,0.0,0.0,0.0033249608,0.033755705,0.029283093,0.0,0.0,0.0,0.0,0.0,0.0
12794162,0.0,0.0,0.0,0.017913554,-0.010678443,-0.10977173,0.0,0.0,0.0,0.009441614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26929623,0.26929626,4.115687,0.0,0.0,0.0,0.0912336,0.0,0.0,0.0,0.0,0.0,0.0021569184,0.024639461,0.026451739,0.0,0.0,0.0,0.0,0.0,0.0
