timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
13616740,0.04778258,0.07462543,-3.4906585,0.0,0.0,0.0
13640766,0.054389957,0.0759647,-3.4906585,0.0,0.0,0.0
13660751,0.06669664,0.08724893,-3.4906585,0.0,0.0,0.0
13681581,0.06965205,0.10571937,-3.4906585,0.0,0.0,0.0
13701596,0.068213135,0.108246796,-3.4906585,0.0,0.0,0.0
13725608,0.06510126,0.103972025,-3.4906585,0.0,0.0,0.0
13748791,0.06475245,0.09223565,-3.4906585,0.0,0.0,0.0
13772751,0.060420252,0.06849766,-3.4906585,0.0,0.0,0.0
13792752,0.05434739,0.058789305,-3.4906585,0.0,0.0,0.0
13812756,0.05862369,0.053145796,-3.4906585,0.0,0.0,0.0
13837545,0.055151936,0.04629246,-3.4906585,0.0,0.0,0.0
13861566,0.062443517,0.049297817,-3.4906585,0.0,0.0,0.0
13885580,0.07100774,0.06650649,-3.4906585,0.0,0.0,0.0
13909539,0.07607668,0.08679113,-3.4906585,0.0,0.0,0.0
13929554,0.08122612,0.100223474,-3.4906585,0.0,0.0,0.0
13949553,0.08378259,0.10583758,-3.4906585,0.0,0.0,0.0
13973567,0.083478115,0.103316225,-3.4906585,0.0,0.0,0.0
13997700,0.07879001,0.105913766,-3.4906585,0.0,0.0,0.0
14021564,0.06975636,0.098096654,-3.4906585,0.0,0.0,0.0
14045579,0.058319442,0.08331332,-3.4906585,0.0,0.0,0.0
14066348,0.05344363,0.073413074,-3.4906585,0.0,0.0,0.0
14085585,0.050518744,0.0682289,-3.4906585,0.0,0.0,0.0
14109539,0.051782213,0.070439875,-3.4906585,0.0,0.0,0.0
14129704,0.056994215,0.07355817,-3.4906585,0.0,0.0,0.0
14149544,0.061755124,0.077324726,-3.4906585,0.0,0.0,0.0
14173555,0.06504089,0.07808243,-3.4906585,0.0,0.0,0.0
14197551,0.067337155,0.07972017,-3.4906585,0.0,0.0,0.0
14221543,0.07262618,0.08410838,-3.4906585,0.0,0.0,0.0
14245572,0.0765917,0.089269616,-3.4906585,0.0,0.0,0.0
14269587,0.0791265,0.09386694,-3.4906585,0.0,0.0,0.0
14289588,0.07859611,0.097761184,-3.4906585,0.0,0.0,0.0
14313565,0.07612618,0.10319631,-3.4906585,0.0,0.0,0.0
14333562,0.07313059,0.10754377,-3.4906585,0.0,0.0,0.0
14353588,0.070963494,0.110235624,-3.4906585,0.0,0.0,0.0
14373588,0.07081637,0.11049181,-3.4906585,0.0,0.0,0.0
14397550,0.075955994,0.10859506,-3.4906585,0.0,0.0,0.0
14421545,0.07224096,0.10410447,-3.4906585,0.0,0.0,0.0
14445591,0.070521384,0.0992705,-3.4906585,0.0,0.0,0.0
14469572,0.050759982,0.08307864,-3.4906585,0.0,0.0,0.0
14489553,0.04204774,0.06324797,-3.4906585,0.0,0.0,0.0
14509551,0.037199214,0.050499246,-3.4906585,0.0,0.0,0.0
14533542,0.039756216,0.048392504,-3.4906585,0.0,0.0,0.0
14557537,0.0427702,0.052322406,-3.4906585,0.0,0.0,0.0
14581543,0.062046528,0.067606196,-3.4906585,0.0,0.0,0.0
14602354,0.0695788,0.081084214,-3.4906585,0.0,0.0,0.0
14621726,0.06976187,0.09360302,-3.4906585,0.0,0.0,0.0
14643152,0.06967878,0.10241851,-3.4906585,0.0,0.0,0.0
14666368,0.07116185,0.10111512,-3.4906585,0.0,0.0,0.0
14686357,0.06843469,0.093036905,-3.4906585,0.0,0.0,0.0
14706386,0.06943158,0.090195045,-3.4906585,0.0,0.0,0.0
14726362,0.07161188,0.089859255,-3.4906585,0.0,0.0,0.0
14750374,0.06447616,0.08282868,-3.4906585,0.0,0.0,0.0
14775145,0.05790364,0.07105986,-3.4906585,0.0,0.0,0.0
14799159,0.061112598,0.06477357,-3.4906585,0.0,0.0,0.0
14824014,0.057390023,0.0669538,-3.4906585,0.0,0.0,0.0
14847166,0.06056253,0.07273196,-3.4906585,0.0,0.0,0.0
14867147,0.06694729,0.076847956,-3.4906585,0.0,0.0,0.0
14887144,0.064481735,0.0764047,-3.4906585,0.0,0.0,0.0
14911174,0.058450926,0.071619175,-3.4906585,0.0,0.0,0.0
14931158,0.04823665,0.06953819,-3.4906585,0.0,0.0,0.0
14951152,0.039881364,0.066615894,-3.4906585,0.0,0.0,0.0
14971156,0.04389028,0.06540925,-3.4906585,0.0,0.0,0.0
14995190,0.05449811,0.06909454,-3.4906585,0.0,0.0,0.0
15015142,0.058944985,0.0732367,-3.4906585,0.0,0.0,0.0
15035945,0.05823232,0.07101467,-3.4906585,0.0,0.0,0.0
15055946,0.057969008,0.06806528,-3.4906585,0.0,0.0,0.0
15079210,0.07096942,0.07098636,-3.4906585,0.0,0.0,0.0
15103159,0.07751249,0.08032528,-3.4906585,0.0,0.0,0.0
15123159,0.08233122,0.082875274,-3.4906585,0.0,0.0,0.0
15143187,0.0817036,0.08998919,-3.4906585,0.0,0.0,0.0
15167153,0.08799244,0.09919683,-3.4906585,0.0,0.0,0.0
15191154,0.08721904,0.09957063,-3.4906585,0.0,0.0,0.0
15215945,0.07697823,0.097901985,-3.4906585,0.0,0.0,0.0
15235182,0.062688,0.08897905,-3.4906585,0.0,0.0,0.0
15255150,0.0497136,0.07393373,-3.4906585,0.0,0.0,0.0
15279193,0.038870763,0.06352872,-3.4906585,0.0,0.0,0.0
15303158,0.03247129,0.055591885,-3.4906585,0.0,0.0,0.0
15327155,0.02939567,0.049476434,-3.4906585,0.0,0.0,0.0
15347161,0.03583493,0.05680175,-3.4906585,0.0,0.0,0.0
15367145,0.050976213,0.066253394,-3.4906585,0.0,0.0,0.0
15391186,0.053496048,0.07461223,-3.4906585,0.0,0.0,0.0
15415183,0.04979962,0.07940168,-3.4906585,0.0,0.0,0.0
15435154,0.051853113,0.078130566,-3.4906585,0.0,0.0,0.0
15455151,0.06033698,0.081847854,-3.4906585,0.0,0.0,0.0
15475956,0.06574874,0.085305616,-3.4906585,0.0,0.0,0.0
15499177,0.056154955,0.08258996,-3.4906585,0.0,0.0,0.0
15519156,0.048560202,0.076312095,-3.4906585,0.0,0.0,0.0
15539154,0.05324984,0.07187792,-3.4906585,0.0,0.0,0.0
15559143,0.056606136,0.074124925,-3.4906585,0.0,0.0,0.0
15583173,0.05329696,0.08098119,-3.4906585,0.0,0.0,0.0
15603154,0.05219135,0.08149159,-3.4906585,0.0,0.0,0.0
15623150,0.060028102,0.08178847,-3.4906585,0.0,0.0,0.0
15643152,0.07216797,0.0860014,-3.4906585,0.0,0.0,0.0
15667183,0.06785467,0.09130284,-3.4906585,0.0,0.0,0.0
15687152,0.06576463,0.08690634,-3.4906585,0.0,0.0,0.0
15707148,0.06670874,0.077345096,-3.4906585,0.0,0.0,0.0
15727164,0.06687831,0.06184552,-3.4906585,0.0,0.0,0.0
15751964,0.06692567,0.037300777,-3.4906585,0.0,0.0,0.0
15775987,0.0518729,0.006500202,-3.4906585,0.0,0.0,0.0
15799947,0.030405026,-0.015712252,-3.4906585,0.0,0.0,0.0
15823985,0.023427041,-0.018211232,-3.4906585,0.0,0.0,0.0
15847947,0.026946554,0.001516872,-3.4906585,0.0,0.0,0.0
15867942,0.023965692,0.022785734,-3.4906585,0.0,0.0,0.0
15891946,0.03170423,0.04137534,-3.4906585,0.0,0.0,0.0
15911943,0.046495322,0.06230393,-3.4906585,0.0,0.0,0.0
15931979,0.05083882,0.07712881,-3.4906585,0.0,0.0,0.0
15951954,0.06806583,0.087808564,-3.4906585,0.0,0.0,0.0
15975957,0.09804983,0.10514085,-3.4906585,0.0,0.0,0.0
15999994,0.12060196,0.116616525,-3.4906585,0.0,0.0,0.0
16023984,0.1204114,0.10232465,-3.4906585,0.0,0.0,0.0
16047986,0.10432581,0.0840788,-3.4906585,0.0,0.0,0.0
16071942,0.098136194,0.06991014,-3.4906585,0.0,0.0,0.0
16091955,0.09822984,0.06394411,-3.4906585,0.0,0.0,0.0
16115981,0.09646407,0.052470814,-3.4906585,0.0,0.0,0.0
16135969,0.07800463,0.03331578,-3.4906585,0.0,0.0,0.0
16155945,0.06474213,0.021028344,-3.4906585,0.0,0.0,0.0
16175938,0.064313084,0.01632901,-3.4906585,0.0,0.0,0.0
16199937,0.045038328,0.009565927,-3.4906585,0.0,0.0,0.0
16220114,0.03643594,0.019747846,-3.4906585,0.0,0.0,0.0
16248752,0.062132306,0.041851863,-3.4906585,0.0,0.0,0.0
16272757,0.063512936,0.05289192,-3.4906585,0.0,0.0,0.0
16296748,0.07245963,0.061394893,-3.4906585,0.0,0.0,0.0
16321547,0.08946394,0.06487389,-3.4906585,0.0,0.0,0.0
16340756,0.10367097,0.06977971,-3.4906585,0.0,0.0,0.0
16360756,0.117566064,0.08175315,-3.4906585,0.0,0.0,0.0
16385587,0.113640964,0.0801299,-3.4906585,0.0,0.0,0.0
16408744,0.11086102,0.07427203,-3.4906585,0.0,0.0,0.0
16429553,0.11305007,0.07438841,-3.4906585,0.0,0.0,0.0
16448756,0.11438247,0.07115386,-3.4906585,0.0,0.0,0.0
16472787,0.11632295,0.07565533,-3.4906585,0.0,0.0,0.0
16496759,0.11829382,0.07883915,-3.4906585,0.0,0.0,0.0
16520796,0.111353785,0.07499744,-3.4906585,0.0,0.0,0.0
16544760,0.113468096,0.08013856,-3.4906585,0.0,0.0,0.0
16565667,0.11777669,0.09121807,-3.4906585,0.0,0.0,0.0
16585575,0.125765,0.105650775,-3.4906585,0.0,0.0,0.0
16608757,0.1391396,0.11840548,-3.4906585,0.0,0.0,0.0
16632738,0.1414754,0.118988484,-3.4906585,0.0,0.0,0.0
16656759,0.1337304,0.10973164,-3.4906585,0.0,0.0,0.0
16676754,0.12218014,0.10209113,-3.4906585,0.0,0.0,0.0
16696744,0.10527507,0.086249754,-3.4906585,0.0,0.0,0.0
16720750,0.082594156,0.0631073,-3.4906585,0.0,0.0,0.0
16740739,0.05229028,0.054875817,-3.4906585,0.0,0.0,0.0
16760749,0.029802045,0.029510567,-3.4906585,0.0,0.0,0.0
16780753,0.006251688,0.0014926523,-3.4906585,0.0,0.0,0.0
16804765,-0.007937389,-0.0050833514,-3.4906585,0.0,0.0,0.0
16825591,0.0010379422,8.707691e-05,-3.4906585,0.0,0.0,0.0
16849547,0.008836736,0.007554425,-3.4906585,0.0,0.0,0.0
16869539,0.017211096,0.02395404,-3.4906585,0.0,0.0,0.0
16890393,0.028262258,0.039304137,-3.4906585,0.0,0.0,0.0
16913549,0.048626326,0.050409835,-3.4906585,0.0,0.0,0.0
16933548,0.062284507,0.05020174,-3.4906585,0.0,0.0,0.0
16953547,0.065441236,0.06329164,-3.4906585,0.0,0.0,0.0
16973546,0.07341146,0.06935668,-3.4906585,0.0,0.0,0.0
16997568,0.101029,0.07206535,-3.4906585,0.0,0.0,0.0
17017544,0.11733926,0.08588329,-3.4906585,0.0,0.0,0.0
17037552,0.10679498,0.085557416,-3.4906585,0.0,0.0,0.0
17058399,0.094548665,0.08282631,-3.4906585,0.0,0.0,0.0
17081563,0.07126793,0.06829592,-3.4906585,0.0,0.0,0.0
17105595,0.056967106,0.04000722,-3.4906585,0.0,0.0,0.0
17125710,0.0428676,0.02595759,-3.4906585,0.0,0.0,0.0
17145787,0.045179658,0.022234142,-3.4906585,0.0,0.0,0.0
17169583,0.03480414,0.02316059,-3.4906585,0.0,0.0,0.0
17193546,0.026487406,0.023088504,-3.4906585,0.0,0.0,0.0
17217550,0.040231016,0.029657688,-3.4906585,0.0,0.0,0.0
17237542,0.051494423,0.045009356,-3.4906585,0.0,0.0,0.0
17257539,0.056381784,0.05267187,-3.4906585,0.0,0.0,0.0
17281543,0.06167417,0.064211674,-3.4906585,0.0,0.0,0.0
17305572,0.08631403,0.06810036,-3.4906585,0.0,0.0,0.0
17329574,0.093730986,0.06645732,-3.4906585,0.0,0.0,0.0
17353585,0.08622673,0.07034354,-3.4906585,0.0,0.0,0.0
17377714,0.07669547,0.06288794,-3.4906585,0.0,0.0,0.0
17402354,0.0687675,0.051003885,-3.4906585,0.0,0.0,0.0
17426356,0.062363517,0.03952869,-3.4906585,0.0,0.0,0.0
17446353,0.05351385,0.042976376,-3.4906585,0.0,0.0,0.0
17470355,0.05387919,0.042937182,-3.4906585,0.0,0.0,0.0
17490345,0.050861806,0.044760723,-3.4906585,0.0,0.0,0.0
17510351,0.048130073,0.047472436,-3.4906585,0.0,0.0,0.0
17530356,0.04668236,0.046698026,-3.4906585,0.0,0.0,0.0
17554508,0.039922535,0.048117936,-3.4906585,0.0,0.0,0.0
17578353,0.051875122,0.048828196,-3.4906585,0.0,0.0,0.0
17602354,0.06261192,0.048315782,-3.4906585,0.0,0.0,0.0
17626359,0.07445947,0.0473599,-3.4906585,0.0,0.0,0.0
17646408,0.08001286,0.045650076,-3.4906585,0.0,0.0,0.0
17666367,0.08383057,0.046770338,-3.4906585,0.0,0.0,0.0
17690348,0.088282116,0.050301924,-3.4906585,0.0,0.0,0.0
17714359,0.08371004,0.048901685,-3.4906585,0.0,0.0,0.0
17738360,0.07797652,0.0598802,-3.4906585,0.0,0.0,0.0
17758355,0.08149984,0.06901769,-3.4906585,0.0,0.0,0.0
17778352,0.08823534,0.0776663,-3.4906585,0.0,0.0,0.0
17798352,0.087062344,0.08243021,-3.4906585,0.0,0.0,0.0
17819144,0.069793604,0.07380613,-3.4906585,0.0,0.0,0.0
17843141,0.04378509,0.05888558,-3.4906585,0.0,0.0,0.0
17863151,0.03740665,0.05421761,-3.4906585,0.0,0.0,0.0
17887305,0.03238805,0.038700223,-3.4906585,0.0,0.0,0.0
17907157,0.028420895,0.036458332,-3.4906585,0.0,0.0,0.0
17931162,0.028155793,0.0317031,-3.4906585,0.0,0.0,0.0
17955143,0.037740946,0.037200633,-3.4906585,0.0,0.0,0.0
17975945,0.04740032,0.049159512,-3.4906585,0.0,0.0,0.0
17995947,0.05417978,0.061468728,-3.4906585,0.0,0.0,0.0
18019188,0.05924971,0.072608374,-3.4906585,0.0,0.0,0.0
18039149,0.06742202,0.073244534,-3.4906585,0.0,0.0,0.0
18059141,0.06928151,0.075887926,-3.4906585,0.0,0.0,0.0
18079154,0.07452737,0.08141106,-3.4906585,0.0,0.0,0.0
18103173,0.08193987,0.082837604,-3.4906585,0.0,0.0,0.0
18123973,0.07178079,0.07461754,-3.4906585,0.0,0.0,0.0
18147287,0.05718609,0.06181746,-3.4906585,0.0,0.0,0.0
18167269,0.050865073,0.052117314,-3.4906585,0.0,0.0,0.0
18191153,0.043623727,0.046573553,-3.4906585,0.0,0.0,0.0
18211153,0.035186674,0.04275596,-3.4906585,0.0,0.0,0.0
18231149,0.032299884,0.03596504,-3.4906585,0.0,0.0,0.0
18251295,0.032902908,0.04113686,-3.4906585,0.0,0.0,0.0
18275155,0.042154253,0.050076682,-3.4906585,0.0,0.0,0.0
18299160,0.045566652,0.06333093,-3.4906585,0.0,0.0,0.0
18319144,0.05627808,0.07099569,-3.4906585,0.0,0.0,0.0
18339152,0.061272144,0.07148872,-3.4906585,0.0,0.0,0.0
18359159,0.06349976,0.0763436,-3.4906585,0.0,0.0,0.0
18383166,0.071089946,0.075823374,-3.4906585,0.0,0.0,0.0
18403965,0.064455576,0.06715484,-3.4906585,0.0,0.0,0.0
18423977,0.05845822,0.061502848,-3.4906585,0.0,0.0,0.0
18443949,0.060442112,0.055653136,-3.4906585,0.0,0.0,0.0
18467938,0.05724138,0.058693223,-3.4906585,0.0,0.0,0.0
18491939,0.05799518,0.06225665,-3.4906585,0.0,0.0,0.0
18515939,0.05172472,0.07088942,-3.4906585,0.0,0.0,0.0
18536908,0.05523548,0.07529488,-3.4906585,0.0,0.0,0.0
18556775,0.05376045,0.06944588,-3.4906585,0.0,0.0,0.0
18579957,0.049718,0.06365021,-3.4906585,0.0,0.0,0.0
18603996,0.056286626,0.05654216,-3.4906585,0.0,0.0,0.0
18623992,0.059263743,0.057922598,-3.4906585,0.0,0.0,0.0
18643971,0.052465096,0.057203233,-3.4906585,0.0,0.0,0.0
18663982,0.0358442,0.044927828,-3.4906585,0.0,0.0,0.0
18688138,0.03470743,0.036808614,-3.4906585,0.0,0.0,0.0
18707967,0.052579846,0.046639726,-3.4906585,0.0,0.0,0.0
18727963,0.060458634,0.0613895,-3.4906585,0.0,0.0,0.0
18748758,0.077431716,0.075123906,-3.4906585,0.0,0.0,0.0
18771980,0.084109284,0.08608242,-3.4906585,0.0,0.0,0.0
18795946,0.0938489,0.083371386,-3.4906585,0.0,0.0,0.0
18819959,0.08622658,0.071666434,-3.4906585,0.0,0.0,0.0
18843993,0.061678812,0.057142377,-3.4906585,0.0,0.0,0.0
18863956,0.044305947,0.04438396,-3.4906585,0.0,0.0,0.0
18888122,0.03922704,0.02927623,-3.4906585,0.0,0.0,0.0
18907945,0.049884982,0.03278738,-3.4906585,0.0,0.0,0.0
18927942,0.044857383,0.03541942,-3.4906585,0.0,0.0,0.0
18947991,0.029200274,0.04979726,-3.4906585,0.0,0.0,0.0
18971953,0.053803634,0.07637462,-3.4906585,0.0,0.0,0.0
18995953,0.06909484,0.09461099,-3.4906585,0.0,0.0,0.0
19019963,0.062158488,0.09781191,-3.4906585,0.0,0.0,0.0
19043983,0.05287159,0.094149336,-3.4906585,0.0,0.0,0.0
19068750,0.05593478,0.0818364,-3.4906585,0.0,0.0,0.0
19092747,0.0701025,0.078907914,-3.4906585,0.0,0.0,0.0
19116751,0.07241346,0.08811946,-3.4906585,0.0,0.0,0.0
19136749,0.05551747,0.081070915,-3.4906585,0.0,0.0,0.0
19156756,0.05629468,0.0669359,-3.4906585,0.0,0.0,0.0
19181563,0.06494973,0.062944055,-3.4906585,0.0,0.0,0.0
19200770,0.061610386,0.06342651,-3.4906585,0.0,0.0,0.0
19220751,0.056854002,0.06378908,-3.4906585,0.0,0.0,0.0
19245593,0.057329267,0.07322596,-3.4906585,0.0,0.0,0.0
19269554,0.06237711,0.077981316,-3.4906585,0.0,0.0,0.0
19292788,0.07829389,0.088582516,-3.4906585,0.0,0.0,0.0
19312764,0.08012177,0.09630841,-3.4906585,0.0,0.0,0.0
19332786,0.0769971,0.09353399,-3.4906585,0.0,0.0,0.0
19356748,0.07331238,0.09285659,-3.4906585,0.0,0.0,0.0
19380769,0.06674683,0.086299114,-3.4906585,0.0,0.0,0.0
19400759,0.041454773,0.062574536,-3.4906585,0.0,0.0,0.0
19420745,0.019320816,0.046465475,-3.4906585,0.0,0.0,0.0
19441547,0.022891803,0.044397056,-3.4906585,0.0,0.0,0.0
19460891,0.036390435,0.04275284,-3.4906585,0.0,0.0,0.0
19485674,0.035952847,0.051447988,-3.4906585,0.0,0.0,0.0
19504758,0.0400919,0.06358516,-3.4906585,0.0,0.0,0.0
19524761,0.05808396,0.07122548,-3.4906585,0.0,0.0,0.0
19548763,0.073675476,0.09089404,-3.4906585,0.0,0.0,0.0
19572912,0.081298105,0.09154173,-3.4906585,0.0,0.0,0.0
19592786,0.07880616,0.08709549,-3.4906585,0.0,0.0,0.0
19613684,0.08414928,0.085536905,-3.4906585,0.0,0.0,0.0
19634527,0.08722976,0.084221736,-3.4906585,0.0,0.0,0.0
19653590,0.07704011,0.07760327,-3.4906585,0.0,0.0,0.0
19677558,0.0537307,0.06552435,-3.4906585,0.0,0.0,0.0
19697544,0.049815137,0.0571618,-3.4906585,0.0,0.0,0.0
19717578,0.051067427,0.055327974,-3.4906585,0.0,0.0,0.0
19741546,0.049351722,0.06251879,-3.4906585,0.0,0.0,0.0
19765615,0.03426966,0.068067886,-3.4906585,0.0,0.0,0.0
19790381,0.022078633,0.062303927,-3.4906585,0.0,0.0,0.0
19814366,0.03593839,0.05420007,-3.4906585,0.0,0.0,0.0
19838348,0.046654627,0.058219794,-3.4906585,0.0,0.0,0.0
19862348,0.039342847,0.06875827,-3.4906585,0.0,0.0,0.0
19882345,0.03606695,0.0627787,-3.4906585,0.0,0.0,0.0
19902350,0.04561168,0.052104943,-3.4906585,0.0,0.0,0.0
19927150,0.061332773,0.050668277,-3.4906585,0.0,0.0,0.0
19946376,0.05702019,0.053618897,-3.4906585,0.0,0.0,0.0
19966353,0.057055954,0.0621334,-3.4906585,0.0,0.0,0.0
19990345,0.072127834,0.071016,-3.4906585,0.0,0.0,0.0
20014354,0.081557654,0.07415728,-3.4906585,0.0,0.0,0.0
20034358,0.07271662,0.071603365,-3.4906585,0.0,0.0,0.0
20054353,0.059510246,0.07059795,-3.4906585,0.0,0.0,0.0
20074366,0.059613653,0.07204098,-3.4906585,0.0,0.0,0.0
20098384,0.061670642,0.06889912,-3.4906585,0.0,0.0,0.0
20118358,0.053907007,0.06350931,-3.4906585,0.0,0.0,0.0
20138345,0.04371034,0.05967445,-3.4906585,0.0,0.0,0.0
20159140,0.038727373,0.05381713,-3.4906585,0.0,0.0,0.0
20182391,0.04204238,0.0463636,-3.4906585,0.0,0.0,0.0
20206376,0.044120833,0.047402434,-3.4906585,0.0,0.0,0.0
20230355,0.049412146,0.048480183,-3.4906585,0.0,0.0,0.0
20250406,0.05677022,0.05246627,-3.4906585,0.0,0.0,0.0
20270372,0.064685516,0.06360848,-3.4906585,0.0,0.0,0.0
20294360,0.07301293,0.06508861,-3.4906585,0.0,0.0,0.0
20318350,0.07456567,0.062100876,-3.4906585,0.0,0.0,0.0
20338431,0.07332082,0.06329901,-3.4906585,0.0,0.0,0.0
20358359,0.06792024,0.061743177,-3.4906585,0.0,0.0,0.0
20383174,0.055369705,0.056967646,-3.4906585,0.0,0.0,0.0
20406344,0.051048353,0.041800305,-3.4906585,0.0,0.0,0.0
20430344,0.05041856,0.036103234,-3.4906585,0.0,0.0,0.0
20454358,0.049817357,0.046277538,-3.4906585,0.0,0.0,0.0
20475142,0.043384116,0.04726302,-3.4906585,0.0,0.0,0.0
20495163,0.03760495,0.040204242,-3.4906585,0.0,0.0,0.0
20518378,0.042458232,0.037714176,-3.4906585,0.0,0.0,0.0
20542358,0.041096035,0.039300326,-3.4906585,0.0,0.0,0.0
20562351,0.04579038,0.041769076,-3.4906585,0.0,0.0,0.0
