timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
11677460,11677345,-0.0013861954,0.005579696,-0.70620453,-0.0,0.0,0.0,0.0,-1.0
11778271,11778147,0.0022738616,-0.01174759,-0.6602048,-0.0,0.0,0.0,0.0,-1.0
11879084,11878943,0.03678931,0.031815488,-0.68079114,-0.0,0.0,0.0,0.0,-1.0
11981496,11981349,0.026529996,0.010168804,-0.71810824,-0.0,0.0,0.0,0.0,-1.0
12083087,12082946,-0.016747449,0.028950345,-0.68549055,-0.0,0.0,0.0,0.0,-1.0
12183878,12183752,-0.0082822535,0.0045417678,-0.7044596,-0.0,0.0,0.0,0.0,-1.0
12286266,12286144,0.016647838,0.0059724627,-0.6897842,-0.0,0.0,0.0,0.0,-1.0
12387914,12387789,0.01664491,0.008603907,-0.68885595,-0.0,0.0,0.0,0.0,-1.0
12488827,12488594,0.011911283,0.024654252,-0.71064156,-0.0,0.0,0.0,0.0,-1.0
12588663,12588544,0.02404078,-0.013354402,-0.66936284,-0.0,0.0,0.0,0.0,-1.0
12692663,12692545,0.03261809,0.011291288,-0.6560441,-0.0,0.0,0.0,0.0,-1.0
12792683,12792558,0.0083438605,0.011767324,-0.673949,-0.0,0.0,0.0,0.0,-1.0
12895161,12895020,0.01810886,0.01992073,-0.68451697,-0.0,0.0,0.0,0.0,-1.0
12996684,12996544,0.019619333,-0.008508056,-0.6948669,-0.0,0.0,0.0,0.0,-1.0
13096712,13096588,-0.02923264,0.031140305,-0.665624,-0.0,0.0,0.0,0.0,-1.0
13199084,13198943,0.025320778,0.035729587,-0.7192442,-0.0,0.0,0.0,0.0,-1.0
13301459,13301344,-0.011019874,0.0049427664,-0.7246619,-0.0,0.0,0.0,0.0,-1.0
13401593,13401390,0.043227464,0.01034942,-0.7043059,-0.0,0.0,0.0,0.0,-1.0
13504674,13504544,0.0100969635,0.012172806,-0.6819242,-0.0,0.0,0.0,0.0,-1.0
13605512,13605379,-0.0081078075,0.022313658,-0.6869185,-0.0,0.0,0.0,0.0,-1.0
13706330,13706199,0.009661835,0.0053705326,-0.6914273,-0.0,0.0,0.0,0.0,-1.0
13808692,13808548,0.014577229,-0.015857931,-0.69642293,-0.0,0.0,0.0,0.0,-1.0
13909460,13909344,0.017354298,0.030111412,-0.6816002,-0.0,0.0,0.0,0.0,-1.0
14010271,14010145,-0.0035976933,0.0056071095,-0.7114126,-0.0,0.0,0.0,0.0,-1.0
14113460,14113344,0.0194042,0.008654022,-0.7155638,-0.0,0.0,0.0,0.0,-1.0
14214275,14214144,0.022110265,0.013142382,-0.69012415,-0.0,0.0,0.0,0.0,-1.0
14315063,14314946,0.009896901,0.025463229,-0.70980966,-0.0,0.0,0.0,0.0,-1.0
14417490,14417357,-0.03917921,0.039390463,-0.738669,-0.0,0.0,0.0,0.0,-1.0
14519087,14518946,0.035249636,0.010979356,-0.6779577,-0.0,0.0,0.0,0.0,-1.0
14622324,14622192,0.026809199,0.04413358,-0.6669689,-0.0,0.0,0.0,0.0,-1.0
14727078,14726944,0.012998822,0.008618835,-0.70120496,-0.0,0.0,0.0,0.0,-1.0
14831888,14831745,0.017746773,0.02060334,-0.712267,-0.0,0.0,0.0,0.0,-1.0
14935077,14934944,-0.020309746,0.017237622,-0.6822123,-0.0,0.0,0.0,0.0,-1.0
15035866,15035743,-0.007108952,0.012641029,-0.69422054,-0.0,0.0,0.0,0.0,-1.0
15138288,15138157,0.0005970206,0.011661233,-0.7245454,-0.0,0.0,0.0,0.0,-1.0
15239861,15239744,-0.005928444,0.0032714815,-0.6820715,-0.0,0.0,0.0,0.0,-1.0
15340658,15340543,0.0301182,0.026710557,-0.6941509,-0.0,0.0,0.0,0.0,-1.0
15443270,15443067,0.017341945,0.0063836332,-0.6571171,-0.0,0.0,0.0,0.0,-1.0
15544682,15544546,0.015895752,0.013609723,-0.6506895,-0.0,0.0,0.0,0.0,-1.0
15644698,15644572,-0.00963404,0.031828053,-0.6980815,-0.0,0.0,0.0,0.0,-1.0
15747080,15746943,0.010109061,-0.018991355,-0.6702525,-0.0,0.0,0.0,0.0,-1.0
15848858,15848627,0.030115534,0.022576066,-0.6171609,-0.0,0.0,0.0,0.0,-1.0
15949668,15949445,-0.010609712,0.0120819025,-0.68592036,-0.0,0.0,0.0,0.0,-1.0
16051862,16051745,0.014508266,-0.0067304787,-0.68663996,-0.0,0.0,0.0,0.0,-1.0
16153482,16153345,0.015378887,-0.002985885,-0.715785,-0.0,0.0,0.0,0.0,-1.0
16254453,16254216,-0.051505383,0.025871187,-0.67206067,-0.0,0.0,0.0,0.0,-1.0
16356682,16356546,0.02774201,0.010683687,-0.7018799,-0.0,0.0,0.0,0.0,-1.0
16457482,16457348,0.02248524,0.019301087,-0.7100802,-0.0,0.0,0.0,0.0,-1.0
16558286,16558146,0.036183596,0.026188219,-0.7064864,-0.0,0.0,0.0,0.0,-1.0
16660677,16660552,-0.008058459,0.023032147,-0.7370539,-0.0,0.0,0.0,0.0,-1.0
16762271,16762149,0.021324001,-0.031558897,-0.7080442,-0.0,0.0,0.0,0.0,-1.0
16863866,16863743,0.018976305,0.010662627,-0.7278986,-0.0,0.0,0.0,0.0,-1.0
16965514,16965383,-0.0077190623,-0.011875136,-0.7047256,-0.0,0.0,0.0,0.0,-1.0
17067086,17066958,-0.0064496174,0.0013916809,-0.6933612,-0.0,0.0,0.0,0.0,-1.0
17169509,17169378,-0.020275895,0.033543367,-0.71247303,-0.0,0.0,0.0,0.0,-1.0
17269469,17269346,0.04282021,0.023276234,-0.6976691,-0.0,0.0,0.0,0.0,-1.0
17371083,17370943,-0.016585471,-0.0046584317,-0.69047445,-0.0,0.0,0.0,0.0,-1.0
17472658,17472543,0.019425485,0.0016300792,-0.7095041,-0.0,0.0,0.0,0.0,-1.0
17574282,17574143,-0.01470452,-0.00931336,-0.67550796,-0.0,0.0,0.0,0.0,-1.0
17675864,17675747,0.01625914,0.010414245,-0.66756916,-0.0,0.0,0.0,0.0,-1.0
17779884,17779758,-0.007863058,0.028075932,-0.71377236,-0.0,0.0,0.0,0.0,-1.0
17883887,17883760,-0.015030632,0.010960562,-0.6610969,-0.0,0.0,0.0,0.0,-1.0
17987895,17987762,-0.020618498,0.027171398,-0.663786,-0.0,0.0,0.0,0.0,-1.0
18088661,18088545,0.01788276,-0.01876851,-0.7042377,-0.0,0.0,0.0,0.0,-1.0
18191065,18190945,0.000563696,0.018302735,-0.6819822,-0.0,0.0,0.0,0.0,-1.0
18292840,18292608,0.015109321,0.023718698,-0.68614596,-0.0,0.0,0.0,0.0,-1.0
18392671,18392543,-0.028682807,0.00764154,-0.68738335,-0.0,0.0,0.0,0.0,-1.0
18495148,18494943,-0.0058771307,0.029990189,-0.7198736,-0.0,0.0,0.0,0.0,-1.0
18597487,18597354,0.034662288,0.0018611678,-0.7039761,-0.0,0.0,0.0,0.0,-1.0
18697465,18697346,0.032822326,0.007568859,-0.66216695,-0.0,0.0,0.0,0.0,-1.0
18799104,18798962,-0.0062526055,0.004031391,-0.7460205,-0.0,0.0,0.0,0.0,-1.0
18900663,18900546,0.13288517,-0.040948227,-0.6844108,-0.0,0.0,0.0,0.0,-1.0
19001461,19001346,0.03603661,0.0005647596,-0.6872347,-0.0,0.0,0.0,0.0,-1.0
19104678,19104545,0.006350668,0.020592298,-0.72823834,-0.0,0.0,0.0,0.0,-1.0
19205515,19205381,-0.019774532,0.008080157,-0.63974106,-0.0,0.0,0.0,0.0,-1.0
19306307,19306165,0.029353235,0.00093608536,-0.7100422,-0.0,0.0,0.0,0.0,-1.0
19408683,19408543,-0.017003074,0.01841751,-0.6877652,-0.0,0.0,0.0,0.0,-1.0
19509612,19509414,0.0552155,-0.0076488517,-0.72414404,-0.0,0.0,0.0,0.0,-1.0
19610275,19610153,0.044746853,0.006780679,-0.6861644,-0.0,0.0,0.0,0.0,-1.0
19713475,19713347,0.011120277,0.02930573,-0.680494,-0.0,0.0,0.0,0.0,-1.0
19815108,19814980,0.047025286,0.020397985,-0.702648,-0.0,0.0,0.0,0.0,-1.0
19919065,19918946,0.018231805,0.02343613,-0.68023616,-0.0,0.0,0.0,0.0,-1.0
20020685,20020560,-0.009688264,0.02642756,-0.68749654,-0.0,0.0,0.0,0.0,-1.0
20122271,20122145,-0.014958512,0.016403852,-0.69752705,-0.0,0.0,0.0,0.0,-1.0
20223071,20222945,0.014096053,0.014500322,-0.6821715,-0.0,0.0,0.0,0.0,-1.0
20327072,20326944,0.014141053,0.018543445,-0.67375094,-0.0,0.0,0.0,0.0,-1.0
20431888,20431755,-0.019357588,0.017102508,-0.6920671,-0.0,0.0,0.0,0.0,-1.0
20535098,20534958,-0.0041422676,0.008705194,-0.6774878,-0.0,0.0,0.0,0.0,-1.0
20635878,20635745,0.0074249785,0.019804783,-0.6797213,-0.0,0.0,0.0,0.0,-1.0
20736703,20736578,-0.013867421,0.010611945,-0.69491416,-0.0,0.0,0.0,0.0,-1.0
20839881,20839746,0.003383319,0.010534246,-0.68877834,-0.0,0.0,0.0,0.0,-1.0
20940668,20940546,0.012344839,-0.017794576,-0.69810104,-0.0,0.0,0.0,0.0,-1.0
21043112,21042976,0.0018865047,-0.0029024463,-0.7069003,-0.0,0.0,0.0,0.0,-1.0
21144682,21144544,0.039523546,0.022459723,-0.67089766,-0.0,0.0,0.0,0.0,-1.0
21245522,21245393,-0.03525694,0.016506858,-0.7244239,-0.0,0.0,0.0,0.0,-1.0
21345513,21345389,0.009895438,0.011123451,-0.7429197,-0.0,0.0,0.0,0.0,-1.0
21448663,21448546,0.05612846,0.012151274,-0.69647783,-0.0,0.0,0.0,0.0,-1.0
21549461,21549345,0.02073017,-0.019887432,-0.6700987,-0.0,0.0,0.0,0.0,-1.0
21651919,21651792,-0.026491981,0.012629511,-0.6478078,-0.0,0.0,0.0,0.0,-1.0
21753465,21753349,0.038168892,-0.0043867584,-0.73331136,-0.0,0.0,0.0,0.0,-1.0
21855071,21854943,0.017915145,-0.006456772,-0.68663174,-0.0,0.0,0.0,0.0,-1.0
21956689,21956546,0.03635821,0.018000178,-0.6813383,-0.0,0.0,0.0,0.0,-1.0
22058267,22058144,0.0053808372,-0.010718808,-0.6915625,-0.0,0.0,0.0,0.0,-1.0
22158283,22158157,0.029760526,0.019749807,-0.6688642,-0.0,0.0,0.0,0.0,-1.0
22260677,22260545,0.008053013,0.012816028,-0.68300414,-0.0,0.0,0.0,0.0,-1.0
22362417,22362155,-0.00037212297,0.017178394,-0.6918823,-0.0,0.0,0.0,0.0,-1.0
22463276,22463038,0.009738656,0.025444143,-0.735045,-0.0,0.0,0.0,0.0,-1.0
22565605,22565394,-0.0029719067,0.029252939,-0.7089064,-0.0,0.0,0.0,0.0,-1.0
22667077,22666944,-0.011300534,0.012216071,-0.66511613,-0.0,0.0,0.0,0.0,-1.0
22770320,22770189,0.012911003,0.004124632,-0.6903501,-0.0,0.0,0.0,0.0,-1.0
22875071,22874944,0.004613137,0.029879326,-0.7295844,-0.0,0.0,0.0,0.0,-1.0
22978266,22978144,-0.016180297,0.02014748,-0.6921801,-0.0,0.0,0.0,0.0,-1.0
23079876,23079743,0.03509461,0.014791718,-0.663383,-0.0,0.0,0.0,0.0,-1.0
23182275,23182146,-0.018531783,-0.012489635,-0.6768229,-0.0,0.0,0.0,0.0,-1.0
23283081,23282945,-0.01527135,-0.00037866458,-0.7232653,-0.0,0.0,0.0,0.0,-1.0
23383872,23383746,0.04187826,-6.1175786e-05,-0.72234863,-0.0,0.0,0.0,0.0,-1.0
23485621,23485393,0.024791768,-0.006526643,-0.68465537,-0.0,0.0,0.0,0.0,-1.0
23588678,23588545,0.008065028,-0.012393871,-0.662395,-0.0,0.0,0.0,0.0,-1.0
23688662,23688543,0.009854002,-0.030946858,-0.6835851,-0.0,0.0,0.0,0.0,-1.0
23791097,23790972,0.032474212,-0.0002878958,-0.69168943,-0.0,0.0,0.0,0.0,-1.0
23891875,23891744,0.017353188,-0.0253083,-0.7168723,-0.0,0.0,0.0,0.0,-1.0
23992663,23992546,0.015792165,-0.016162775,-0.6599835,-0.0,0.0,0.0,0.0,-1.0
24095079,24094944,0.019864086,0.016803285,-0.65007603,-0.0,0.0,0.0,0.0,-1.0
24196687,24196562,0.017823823,0.02031905,-0.6803427,-0.0,0.0,0.0,0.0,-1.0
24297498,24297368,-0.009183984,-0.019076642,-0.69500893,-0.0,0.0,0.0,0.0,-1.0
24397503,24397378,0.02781224,0.024810823,-0.70085716,-0.0,0.0,0.0,0.0,-1.0
24500716,24500589,0.0037147943,-0.0033678291,-0.6689586,-0.0,0.0,0.0,0.0,-1.0
24601637,24601408,-0.02516264,0.024588784,-0.68571156,-0.0,0.0,0.0,0.0,-1.0
24704660,24704545,-0.009698679,0.021635905,-0.6789424,-0.0,0.0,0.0,0.0,-1.0
24805505,24805379,-0.001100516,0.010028508,-0.67213345,-0.0,0.0,0.0,0.0,-1.0
24906276,24906143,0.090510234,0.012640912,-0.6474259,-0.0,0.0,0.0,0.0,-1.0
25008680,25008544,0.009011838,-0.014354123,-0.6588844,-0.0,0.0,0.0,0.0,-1.0
25109486,25109353,0.04917933,0.067098245,-0.7315107,-0.0,0.0,0.0,0.0,-1.0
25210267,25210146,0.05873281,-0.007817434,-0.6775138,-0.0,0.0,0.0,0.0,-1.0
25313486,25313348,-0.032700382,-0.02998661,-0.6700222,-0.0,0.0,0.0,0.0,-1.0
25414278,25414144,-0.005316129,0.025392674,-0.7258451,-0.0,0.0,0.0,0.0,-1.0
25515063,25514945,0.053093567,-0.013804074,-0.6769411,-0.0,0.0,0.0,0.0,-1.0
25617476,25617343,-0.0032967152,0.005038264,-0.66268003,-0.0,0.0,0.0,0.0,-1.0
25719085,25718948,-0.0073178243,0.030097041,-0.69085264,-0.0,0.0,0.0,0.0,-1.0
25819859,25819743,0.011555636,0.034404486,-0.7147135,-0.0,0.0,0.0,0.0,-1.0
25922280,25922145,-0.007537905,0.037903327,-0.6864646,-0.0,0.0,0.0,0.0,-1.0
26023878,26023744,-0.043075208,0.02048753,-0.68541193,-0.0,0.0,0.0,0.0,-1.0
26123915,26123777,0.0029980084,0.034650024,-0.6942815,-0.0,0.0,0.0,0.0,-1.0
26227064,26226944,-0.048811153,0.03185766,-0.6800378,-0.0,0.0,0.0,0.0,-1.0
26327867,26327744,0.002658356,0.028040053,-0.72780174,-0.0,0.0,0.0,0.0,-1.0
26428688,26428555,0.0052556563,0.009596104,-0.69097644,-0.0,0.0,0.0,0.0,-1.0
26531073,26530944,0.048189294,0.0054381066,-0.6552914,-0.0,0.0,0.0,0.0,-1.0
26632696,26632545,0.006231294,0.015570547,-0.6760344,-0.0,0.0,0.0,0.0,-1.0
26732688,26732555,0.033609327,0.019271037,-0.69568807,-0.0,0.0,0.0,0.0,-1.0
26835914,26835789,0.023944002,0.014291357,-0.68087703,-0.0,0.0,0.0,0.0,-1.0
26936718,26936593,-0.028939564,-0.00040502567,-0.68557554,-0.0,0.0,0.0,0.0,-1.0
27037515,27037390,0.012814045,0.013727786,-0.7303836,-0.0,0.0,0.0,0.0,-1.0
27139894,27139769,0.017267404,-0.004409932,-0.6907607,-0.0,0.0,0.0,0.0,-1.0
27241464,27241347,0.027662244,0.015911238,-0.6843279,-0.0,0.0,0.0,0.0,-1.0
27343087,27342961,0.012484515,-0.004329476,-0.68884563,-0.0,0.0,0.0,0.0,-1.0
27444834,27444604,0.008987912,0.009560991,-0.690242,-0.0,0.0,0.0,0.0,-1.0
27545518,27545389,-0.04533671,0.026827622,-0.7187443,-0.0,0.0,0.0,0.0,-1.0
27646267,27646146,0.010288723,0.011547792,-0.6945185,-0.0,0.0,0.0,0.0,-1.0
27748659,27748543,-0.02493732,0.013823105,-0.677225,-0.0,0.0,0.0,0.0,-1.0
27850328,27850197,0.025557322,0.0057704006,-0.7601018,-0.0,0.0,0.0,0.0,-1.0
27951095,27950970,-0.012331705,-0.03983095,-0.6904025,-0.0,0.0,0.0,0.0,-1.0
28053483,28053358,0.032698683,-0.08024941,-0.6285176,-0.0,0.0,0.0,0.0,-1.0
28155086,28154944,0.06401731,0.039664473,-0.712732,-0.0,0.0,0.0,0.0,-1.0
28259098,28258959,0.037892036,0.002160749,-0.7609047,-0.0,0.0,0.0,0.0,-1.0
28362282,28362147,-0.006989156,0.026769053,-0.67840236,-0.0,0.0,0.0,0.0,-1.0
28463095,28462954,-0.00048433617,0.02085482,-0.7001455,-0.0,0.0,0.0,0.0,-1.0
28563869,28563746,-0.0019792542,-0.010146199,-0.68527836,-0.0,0.0,0.0,0.0,-1.0
28665489,28665364,0.022250224,-0.0063943136,-0.6505355,-0.0,0.0,0.0,0.0,-1.0
28767062,28766944,0.016045138,0.0303007,-0.70273286,-0.0,0.0,0.0,0.0,-1.0
28868877,28868590,0.0069460897,-0.013529182,-0.70142287,-0.0,0.0,0.0,0.0,-1.0
28971860,28971744,-0.010445684,0.005192327,-0.6929013,-0.0,0.0,0.0,0.0,-1.0
29075881,29075750,0.015401517,-0.003152875,-0.6811916,-0.0,0.0,0.0,0.0,-1.0
29176659,29176543,0.009993424,-0.0136581175,-0.6937987,-0.0,0.0,0.0,0.0,-1.0
29279076,29278951,0.022390686,-0.012847803,-0.70192647,-0.0,0.0,0.0,0.0,-1.0
29379879,29379746,0.02859444,0.0026171578,-0.6930156,-0.0,0.0,0.0,0.0,-1.0
29480659,29480543,0.011297142,0.0115034925,-0.66322416,-0.0,0.0,0.0,0.0,-1.0
29583927,29583791,-0.008961502,0.0064188247,-0.68472606,-0.0,0.0,0.0,0.0,-1.0
29684718,29684581,0.0048320536,0.024133319,-0.71126175,-0.0,0.0,0.0,0.0,-1.0
29785511,29785386,0.011832324,0.00017273892,-0.6896526,-0.0,0.0,0.0,0.0,-1.0
29887097,29886956,0.010170398,0.002091816,-0.6656251,-0.0,0.0,0.0,0.0,-1.0
29988692,29988557,0.013795445,0.0201661,-0.7190314,-0.0,0.0,0.0,0.0,-1.0
30089475,30089343,-0.009414455,-0.002836255,-0.73266304,-0.0,0.0,0.0,0.0,-1.0
30190306,30190178,0.01272732,-0.0077562677,-0.69043833,-0.0,0.0,0.0,0.0,-1.0
30293478,30293344,0.008621392,-0.0061370824,-0.68147224,-0.0,0.0,0.0,0.0,-1.0
30394282,30394143,0.009744719,-0.008895964,-0.69410956,-0.0,0.0,0.0,0.0,-1.0
30496682,30496546,0.023165574,-0.0011799072,-0.7085448,-0.0,0.0,0.0,0.0,-1.0
30597488,30597360,0.021211619,-0.0006972365,-0.7007813,-0.0,0.0,0.0,0.0,-1.0
30698269,30698143,0.0026566517,0.012621457,-0.69021225,-0.0,0.0,0.0,0.0,-1.0
30801465,30801347,0.011281994,-0.0014296938,-0.6979417,-0.0,0.0,0.0,0.0,-1.0
30902271,30902144,0.03273937,-0.0011998013,-0.7075008,-0.0,0.0,0.0,0.0,-1.0
31003088,31002960,0.01936727,0.014381302,-0.6738474,-0.0,0.0,0.0,0.0,-1.0
31106296,31106174,-0.020444948,0.001072248,-0.69919914,-0.0,0.0,0.0,0.0,-1.0
31207111,31206979,0.0055453796,0.0030374376,-0.6934621,-0.0,0.0,0.0,0.0,-1.0
31307884,31307758,0.010956736,0.011120258,-0.7054395,-0.0,0.0,0.0,0.0,-1.0
31410279,31410149,-0.00074630696,0.0027167895,-0.7031015,-0.0,0.0,0.0,0.0,-1.0
31511860,31511744,0.017012617,0.030097056,-0.7133731,-0.0,0.0,0.0,0.0,-1.0
31611888,31611753,-0.0069260206,-0.0077275247,-0.677099,-0.0,0.0,0.0,0.0,-1.0
31715072,31714947,0.02851388,-0.014366031,-0.71989053,-0.0,0.0,0.0,0.0,-1.0
31815877,31815744,0.007855806,-0.006794662,-0.71040267,-0.0,0.0,0.0,0.0,-1.0
31916702,31916577,0.046844676,0.0050170342,-0.68590075,-0.0,0.0,0.0,0.0,-1.0
32019072,32018943,0.0058824047,-0.0018278394,-0.69940794,-0.0,0.0,0.0,0.0,-1.0
32120681,32120545,0.015399387,-0.0045845807,-0.69392395,-0.0,0.0,0.0,0.0,-1.0
32220689,32220552,0.012089974,-0.0043897093,-0.72013104,-0.0,0.0,0.0,0.0,-1.0
32323880,32323754,0.008544656,0.010506115,-0.67760825,-0.0,0.0,0.0,0.0,-1.0
32424660,32424544,0.020823415,0.02558848,-0.686763,-0.0,0.0,0.0,0.0,-1.0
32525507,32525382,0.015252444,-0.005365847,-0.7016346,-0.0,0.0,0.0,0.0,-1.0
32627882,32627752,0.00810561,0.0048926924,-0.70270985,-0.0,0.0,0.0,0.0,-1.0
32729482,32729345,0.00418148,0.0025349967,-0.70241594,-0.0,0.0,0.0,0.0,-1.0
32831075,32830943,0.027094651,-0.0126823755,-0.6692113,-0.0,0.0,0.0,0.0,-1.0
32932689,32932553,0.023862015,-0.009344352,-0.68939734,-0.0,0.0,0.0,0.0,-1.0
33033494,33033360,-0.022122093,-0.011832914,-0.7190504,-0.0,0.0,0.0,0.0,-1.0
33134284,33134146,0.013026046,0.0023647696,-0.67765754,-0.0,0.0,0.0,0.0,-1.0
33236712,33236578,0.025652375,0.005413344,-0.69297063,-0.0,0.0,0.0,0.0,-1.0
33338303,33338155,-0.013478166,0.008958417,-0.7033519,-0.0,0.0,0.0,0.0,-1.0
33439076,33438946,0.01632556,0.008093845,-0.69498825,-0.0,0.0,0.0,0.0,-1.0
33541459,33541343,0.01806057,0.008570275,-0.71232784,-0.0,0.0,0.0,0.0,-1.0
33643158,33643018,0.017025942,0.0054221535,-0.7022749,-0.0,0.0,0.0,0.0,-1.0
33746269,33746144,0.003928383,0.0030431817,-0.66458124,-0.0,0.0,0.0,0.0,-1.0
33851105,33850981,0.01111614,0.0045402492,-0.69249564,-0.0,0.0,0.0,0.0,-1.0
33955105,33954981,-0.004425565,0.0057448433,-0.7266232,-0.0,0.0,0.0,0.0,-1.0
34059111,34058984,0.0057771667,0.0028380575,-0.73063594,-0.0,0.0,0.0,0.0,-1.0
34159913,34159781,0.023528043,0.002279054,-0.71060604,-0.0,0.0,0.0,0.0,-1.0
34262272,34262145,0.021166038,-0.0023312015,-0.6763136,-0.0,0.0,0.0,0.0,-1.0
34363881,34363743,0.029515615,-0.014548139,-0.68329704,-0.0,0.0,0.0,0.0,-1.0
34464846,34464601,0.01584844,-0.0006405865,-0.69376975,-0.0,0.0,0.0,0.0,-1.0
34567084,34566957,0.01216086,0.004926039,-0.69855016,-0.0,0.0,0.0,0.0,-1.0
34668678,34668543,0.006505591,-0.00059659814,-0.69304335,-0.0,0.0,0.0,0.0,-1.0
34768702,34768577,0.01861114,0.003118797,-0.7017948,-0.0,0.0,0.0,0.0,-1.0
34871892,34871763,0.009221952,7.248114e-05,-0.69710076,-0.0,0.0,0.0,0.0,-1.0
34972662,34972545,0.010495452,0.0019053714,-0.7015533,-0.0,0.0,0.0,0.0,-1.0
