timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
112623468,0,1200.0,0.402909,0.033762243,0.36741266,0.0,0,0,0,0,1,0,0,1,0,1,34
112989844,112989229,800000.0,1.0,0.046888076,23.667505,0.0,255,0,6,4,4,5,0,0,1,1,45
113631239,0,1200.0,0.402909,0.03378056,0.65574026,0.0,0,0,0,0,1,0,0,1,0,1,34
113991698,113988347,800000.0,1.0,0.046915315,23.532522,0.0,255,0,6,4,4,5,0,0,1,1,45
114637734,0,1200.0,0.402909,0.033789456,0.3259689,0.0,0,0,0,0,1,0,0,1,0,1,34
114992517,114986770,800000.0,1.0,0.046708398,23.840164,0.0,255,0,6,4,4,5,0,0,1,1,45
115643320,0,1200.0,0.402909,0.033752725,0.52217454,0.0,0,0,0,0,1,0,0,1,0,1,34
115993286,115992194,800000.0,1.0,0.046820767,23.485098,0.0,255,0,6,4,4,5,0,0,1,1,45
116652343,0,1200.0,0.402909,0.03370802,0.28651816,0.0,0,0,0,0,1,0,0,1,0,1,34
116995457,116993009,800000.0,1.0,0.046929978,23.730593,0.0,255,0,6,4,4,5,0,0,1,1,45
117660482,0,1200.0,0.402909,0.03375065,0.30375582,0.0,0,0,0,0,1,0,0,1,0,1,34
117994907,117994874,800000.0,1.0,0.046957362,23.553614,0.0,255,0,6,4,4,5,0,0,1,1,45
118664104,0,1200.0,0.402909,0.03384307,0.6569537,0.0,0,0,0,0,1,0,0,1,0,1,34
118996201,118995406,800000.0,1.0,0.046879098,23.562233,0.0,255,0,6,4,4,5,0,0,1,1,45
119666593,0,1200.0,0.402909,0.033915143,0.30523628,0.0,0,0,0,0,1,0,0,1,0,1,34
119993438,119989447,800000.0,1.0,0.04697848,23.564205,0.0,255,0,6,4,4,5,0,0,1,1,45
120676959,0,1200.0,0.402909,0.0337227,0.52171,0.0,0,0,0,0,1,0,0,1,0,1,34
120993729,120987426,800000.0,1.0,0.046838265,23.59353,0.0,255,0,6,4,4,5,0,0,1,1,45
121687342,0,1200.0,0.402909,0.033949617,0.28857175,0.0,0,0,0,0,1,0,0,1,0,1,34
121992524,121992374,800000.0,1.0,0.0468841,23.516865,0.0,255,0,6,4,4,5,0,0,1,1,45
122693168,0,1200.0,0.402909,0.0337602,0.3038418,0.0,0,0,0,0,1,0,0,1,0,1,34
122994694,121992374,800000.0,1.0,0.046894815,23.653944,0.0,255,0,6,4,4,5,0,0,1,1,45
123001920,123001830,800000.0,1.0,0.046894815,23.653944,0.0,255,0,6,4,4,5,0,0,1,1,45
123701849,0,1200.0,0.402909,0.0337953,0.6560264,0.0,0,0,0,0,1,0,0,1,0,1,34
123991447,123989792,800000.0,1.0,0.04692623,23.537998,0.0,255,0,6,4,4,5,0,0,1,1,45
124708431,0,1200.0,0.402909,0.033819772,0.35411292,0.0,0,0,0,0,1,0,0,1,0,1,34
124993229,124992415,800000.0,1.0,0.046725348,23.484955,0.0,255,0,6,4,4,5,0,0,1,1,45
125715557,0,1200.0,0.402909,0.03377016,0.53039014,0.0,0,0,0,0,1,0,0,1,0,1,34
125995281,124992415,800000.0,1.0,0.046848956,23.598915,0.0,255,0,6,4,4,5,0,0,1,1,45
126002623,126001153,800000.0,1.0,0.046848956,23.598915,0.0,255,0,6,4,4,5,0,0,1,1,45
126723534,0,1200.0,0.402909,0.033943143,0.28851673,0.0,0,0,0,0,1,0,0,1,0,1,34
127001248,127000291,800000.0,1.0,0.046991587,23.61877,0.0,255,0,6,4,4,5,0,0,1,1,45
127732893,0,1200.0,0.402909,0.033777338,0.30399606,0.0,0,0,0,0,1,0,0,1,0,1,34
128005080,128001934,800000.0,1.0,0.046898883,23.906456,0.0,255,0,6,4,4,5,0,0,1,1,45
128738536,0,1200.0,0.402909,0.03378066,0.6557422,0.0,0,0,0,0,1,0,0,1,0,1,34
128996230,128991288,800000.0,1.0,0.046927355,23.615442,0.0,255,0,6,4,4,5,0,0,1,1,45
129744444,0,1200.0,0.402909,0.03379708,0.33200663,0.0,0,0,0,0,1,0,0,1,0,1,34
129997763,128991288,800000.0,1.0,0.04674333,23.529797,0.0,255,0,6,4,4,5,0,0,1,1,45
130001130,130000091,800000.0,1.0,0.04674333,23.529797,0.0,255,0,6,4,4,5,0,0,1,1,45
130752505,0,1200.0,0.402909,0.03364318,0.49277362,0.0,0,0,0,0,1,0,0,1,0,1,34
130993796,130992974,800000.0,1.0,0.046736777,23.489706,0.0,255,0,6,4,4,5,0,0,1,1,45
131762655,0,1200.0,0.402909,0.033753496,0.33157846,0.0,0,0,0,0,1,0,0,1,0,1,34
131994848,130992974,800000.0,1.0,0.04699187,23.57092,0.0,255,0,6,4,4,5,0,0,1,1,45
132008501,132007283,800000.0,1.0,0.04699187,23.57092,0.0,255,0,6,4,4,5,0,0,1,1,45
132770726,0,1200.0,0.402909,0.0338983,0.3778664,0.0,0,0,0,0,1,0,0,1,0,1,34
132990101,132988859,800000.0,1.0,0.046898324,23.697622,0.0,255,0,6,4,4,5,0,0,1,1,45
133780319,0,1200.0,0.402909,0.033850648,0.53961915,0.0,0,0,0,0,1,0,0,1,0,1,34
133996381,132988859,800000.0,1.0,0.046807386,23.539135,0.0,255,0,6,4,4,5,0,0,1,1,45
134009907,134009313,800000.0,1.0,0.046807386,23.539135,0.0,255,0,6,4,4,5,0,0,1,1,45
134781192,0,1200.0,0.402909,0.033954162,0.35552004,0.0,0,0,0,0,1,0,0,1,0,1,34
135013893,135010851,800000.0,1.0,0.04693284,23.52833,0.0,255,0,6,4,4,5,0,0,1,1,45
135783713,0,1200.0,0.402909,0.03386545,0.49602926,0.0,0,0,0,0,1,0,0,1,0,1,34
135989189,135984904,800000.0,1.0,0.046985384,23.56667,0.0,255,0,6,4,4,5,0,0,1,1,45
136791185,0,1200.0,0.402909,0.03353851,0.32946652,0.0,0,0,0,0,1,0,0,1,0,1,34
136990507,135984904,800000.0,1.0,0.04686741,23.495531,0.0,255,0,6,4,4,5,0,0,1,1,45
136994737,136992478,800000.0,1.0,0.04686741,23.495531,0.0,255,0,6,4,4,5,0,0,1,1,45
137791495,0,1200.0,0.402909,0.03384637,0.40516096,0.0,0,0,0,0,1,0,0,1,0,1,34
137995452,136992478,800000.0,1.0,0.046956327,23.492151,0.0,255,0,6,4,4,5,0,0,1,1,45
138048284,138046902,800000.0,1.0,0.046956327,23.492151,0.0,255,0,6,4,4,5,0,0,1,1,45
138795351,0,1200.0,0.402909,0.033667564,0.54462236,0.0,0,0,0,0,1,0,0,1,0,1,34
138997077,138995391,800000.0,1.0,0.04693279,23.58822,0.0,255,0,6,4,4,5,0,0,1,1,45
139799554,0,1200.0,0.402909,0.033757485,0.33161765,0.0,0,0,0,0,1,0,0,1,0,1,34
139998273,139997066,800000.0,1.0,0.046906654,23.612011,0.0,255,0,6,4,4,5,0,0,1,1,45
140800341,0,1200.0,0.402909,0.033926312,0.49692065,0.0,0,0,0,0,1,0,0,1,0,1,34
141001059,139997066,800000.0,1.0,0.04694104,23.593367,0.0,255,0,6,4,4,5,0,0,1,1,45
141025855,141021878,800000.0,1.0,0.04694104,23.593367,0.0,255,0,6,4,4,5,0,0,1,1,45
141808378,0,1200.0,0.402909,0.03380609,0.3320951,0.0,0,0,0,0,1,0,0,1,0,1,34
141989894,141987616,800000.0,1.0,0.046718936,23.872383,0.0,255,0,6,4,4,5,0,0,1,1,45
142809090,0,1200.0,0.402909,0.03399779,0.4069735,0.0,0,0,0,0,1,0,0,1,0,1,34
142992833,141987616,800000.0,1.0,0.04679811,23.622093,0.0,255,0,6,4,4,5,0,0,1,1,45
142998652,142994497,800000.0,1.0,0.04679811,23.622093,0.0,255,0,6,4,4,5,0,0,1,1,45
143810594,0,1200.0,0.402909,0.033925295,0.51287067,0.0,0,0,0,0,1,0,0,1,0,1,34
143992016,143988361,800000.0,1.0,0.046722002,23.479296,0.0,255,0,6,4,4,5,0,0,1,1,45
144817910,0,1200.0,0.402909,0.03375038,0.35338634,0.0,0,0,0,0,1,0,0,1,0,1,34
144985278,144985040,800000.0,1.0,0.046884287,23.728437,0.0,255,0,6,4,4,5,0,0,1,1,45
145818797,0,1200.0,0.402909,0.033919405,0.52475315,0.0,0,0,0,0,1,0,0,1,0,1,34
145983509,145983288,800000.0,1.0,0.0468972,23.523436,0.0,255,0,6,4,4,5,0,0,1,1,45
146825199,0,1200.0,0.402909,0.033865854,0.3047927,0.0,0,0,0,0,1,0,0,1,0,1,34
146986496,145983288,800000.0,1.0,0.046808552,23.494905,0.0,255,0,6,4,4,5,0,0,1,1,45
146998077,146994832,800000.0,1.0,0.046808552,23.494905,0.0,255,0,6,4,4,5,0,0,1,1,45
147826777,0,1200.0,0.402909,0.033613745,0.60801333,0.0,0,0,0,0,1,0,0,1,0,1,34
147994021,147993040,800000.0,1.0,0.046932414,23.554081,0.0,255,0,6,4,4,5,0,0,1,1,45
148832324,0,1200.0,0.402909,0.033746596,0.30371937,0.0,0,0,0,0,1,0,0,1,0,1,34
148996398,147993040,800000.0,1.0,0.046955436,23.598604,0.0,255,0,6,4,4,5,0,0,1,1,45
149837149,0,1200.0,0.402909,0.03378103,0.33184895,0.0,0,0,0,0,1,0,0,1,0,1,34
149996414,147993040,800000.0,0.37242022,0.0,8.717193,14.689678,255,0,6,4,4,5,0,0,1,1,45
150842057,0,1200.0,0.402909,0.0339146,0.5246788,0.0,0,0,0,0,1,0,0,1,0,1,34
151002117,147993040,800000.0,0.05,0.0,0.0,8.798951,255,0,6,4,4,5,0,0,1,1,45
