timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,health_flags,timeout_flags
8748543,0.100642025,0.0019341537,-0.015930858,0.9947933,0.011066472,0.0033650731,-0.022010107,0.002602436,0.0038807536,0.53946006,-3.5842068e-06,3.5683138e-06,-4.0864532e-05,4.2024618e-05,1.6435797e-05,-3.8601876e-05,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,6.5476726e-08,0.00022175907,0.0019705286,0.0005344772,0.00074507645,0.0007450253,6.0593507e-06,0.13207808,0.13208133,0.11899359,0.025148612,0.025148803,0.14792591,4.7168953e-08,4.714413e-08,3.530321e-08,2.43387e-06,2.433311e-06,1.817609e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.019904882,0.0,8.139926e-05,0.041887708,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
8948546,0.10350615,0.002445193,-0.016613351,0.99448705,-0.0013351847,0.009143613,-0.057041917,0.0004097701,0.006928751,0.5073741,-6.994085e-06,4.191378e-06,-3.9317663e-05,4.3277498e-05,1.8857832e-05,1.7777209e-06,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,5.0958192e-08,0.00017959371,0.0016418952,0.00051102426,0.0006448257,0.0006447558,6.0589177e-06,0.120940864,0.12094512,0.11712876,0.024521058,0.02452131,0.14642906,3.6005428e-08,3.5990578e-08,3.014731e-08,2.4209717e-06,2.4203134e-06,1.6968868e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.025067188,0.0,0.00014152334,0.0040979204,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
9156543,0.104975834,0.0016335329,-0.015617095,0.99435085,-0.067750804,0.022241103,-0.07124797,-0.005419433,0.005522647,0.49162883,-1.0198355e-05,2.533657e-06,-3.7593953e-05,4.1581578e-05,2.271306e-05,4.2603265e-06,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,3.2919253e-08,0.00012534947,0.001224787,0.0004924913,0.00053913164,0.00053905335,5.9032272e-06,0.104668446,0.10468951,0.11330183,0.022395873,0.022396391,0.14184749,2.6421985e-08,2.6415796e-08,2.59327e-08,2.4075314e-06,2.406757e-06,1.5555904e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.0009963962,0.0,0.00011583479,0.022535637,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
9357352,0.1068495,0.00062378123,-0.015946416,0.9941472,-0.04526461,0.006884219,-0.07531141,-0.009032521,0.007031583,0.48739302,-1.2619931e-05,-1.7104834e-06,-3.6788177e-05,3.6211717e-05,2.680192e-05,-1.7689714e-05,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,2.4011802e-08,0.00010812304,0.0012941572,0.00046227765,0.00046826267,0.00046816337,5.6978497e-06,0.09584768,0.095856674,0.111205325,0.022050763,0.022051308,0.14143133,2.0130843e-08,2.0129619e-08,2.2109509e-08,2.3971577e-06,2.3962775e-06,1.4293255e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.00558331,0.0,0.0001892373,0.0196864,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
9557345,0.108576894,-0.00014139156,-0.015189967,0.993972,0.006172791,-0.0031544557,-0.1292703,-0.007666895,0.0033115558,0.4360877,-1.3974855e-05,-5.6780773e-06,-3.0357753e-05,3.1492393e-05,2.7450638e-05,3.5808975e-05,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,1.8772656e-08,9.711372e-05,0.0012176592,0.00044422684,0.0004083656,0.0004082671,5.4994775e-06,0.08829623,0.088294126,0.10877619,0.02183926,0.021839593,0.14151622,1.5370851e-08,1.5373049e-08,1.9277676e-08,2.3881814e-06,2.3871962e-06,1.3046829e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.02461425,0.0,0.00016085111,0.0053242813,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
9758143,0.11267985,-0.001055546,-0.015009641,0.9935174,0.009634551,-0.009942516,-0.10646199,-0.0014655406,0.0018618741,0.459937,-1.4690688e-05,-7.356056e-06,-2.560956e-05,2.8871304e-05,3.1104504e-05,-4.5377088e-05,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,1.829818e-08,9.349839e-05,0.0012767627,0.0004270581,0.0003569821,0.00035688104,5.5844985e-06,0.0802898,0.08028704,0.10580534,0.021469107,0.021469044,0.14146061,1.1739432e-08,1.1743625e-08,1.6900454e-08,2.3804505e-06,2.3793652e-06,1.1828055e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.026060097,0.0,4.1957344e-05,0.020998713,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
9958143,0.11454787,-0.0015435127,-0.013998002,0.9933179,0.045883026,-0.018008728,-0.11901941,0.0034834037,-0.0018182561,0.45093682,-1.4513202e-05,-7.206411e-06,-2.2541431e-05,2.9122113e-05,3.152346e-05,-6.801784e-05,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,2.169348e-08,9.698147e-05,0.0011606846,0.0004112691,0.0003130238,0.00031293253,5.481532e-06,0.07275637,0.07275458,0.1022377,0.0209915,0.020991309,0.14134628,8.967634e-09,8.973055e-09,1.4896345e-08,2.373872e-06,2.3726898e-06,1.0651502e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.0008025547,0.0,5.798004e-05,0.010292574,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
10166145,0.12073444,-0.0016830284,-0.013312785,0.9925942,0.06535857,-0.03935417,-0.107164524,0.0072663617,-0.0038873337,0.46457198,-1.4086464e-05,-5.3479534e-06,-1.9980904e-05,3.1917967e-05,3.2497068e-05,-0.00012654724,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,2.7964358e-08,9.871807e-05,0.0011310885,0.00039108918,0.00026991797,0.00026983419,5.7368457e-06,0.06253585,0.06253496,0.09637378,0.019233875,0.01923368,0.13737579,6.653668e-09,6.659722e-09,1.3021441e-08,2.3677671e-06,2.3664857e-06,9.40031e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.017314501,0.0,0.00015130272,0.013943364,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
10366946,0.12552512,-0.0017237786,-0.012908316,0.99200505,0.05824964,-0.013643116,-0.07637883,0.014054724,-0.005060039,0.50018454,-1.3446686e-05,-2.8670488e-06,-2.0851241e-05,3.551861e-05,3.3845216e-05,-0.00021558572,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,2.5185779e-08,0.00010081854,0.0012441318,0.0003772865,0.0002472531,0.00024717138,6.0071443e-06,0.059731018,0.059730876,0.094225734,0.020188944,0.020188807,0.14139244,5.3114197e-09,5.3174922e-09,1.15916805e-08,2.3638906e-06,2.3625396e-06,8.4975346e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.023379833,0.0,0.0002649729,0.065510765,0.0,0.0,0.0,0.100137,0,0,0,228,24,0,0,0,0,0,0
10566943,0.1318715,-0.0018733138,-0.011990228,0.9911926,0.044934772,0.006318824,-0.044287678,0.017754864,-0.005131549,0.53504604,-1.29932805e-05,3.331409e-07,-2.0671137e-05,4.069929e-05,3.5032695e-05,-0.00028977107,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,2.4367198e-08,0.00010211078,0.001237013,0.0003583056,0.00022205527,0.00022198295,6.3011184e-06,0.05354744,0.05354605,0.0893887,0.019462604,0.019462565,0.14015245,4.120142e-09,4.126002e-09,1.0237236e-08,2.3601785e-06,2.3587597e-06,7.5381666e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,4.9418053e-05,0.0,0.00035281546,0.0018413672,0.0,0.0,0.0,0.100137,0,0,0,164,24,0,0,0,0,0,0
10775743,0.13737354,-0.0017024204,-0.0128623815,0.99043435,0.11598543,-0.044350423,-0.036289424,0.020980628,-0.0037543767,0.56075966,-1.3029519e-05,3.804546e-06,-2.17596e-05,4.6706566e-05,3.627886e-05,-0.0003404668,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,2.6315771e-08,0.00010234842,0.0013642507,0.0003479852,0.00019831315,0.00019823312,6.6828447e-06,0.04636343,0.046372596,0.0829122,0.017815659,0.017815763,0.1352471,3.1330742e-09,3.1386616e-09,9.192007e-09,2.3568512e-06,2.3553712e-06,6.568312e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.00910438,0.0,0.00041551096,0.013762256,0.0,0.0,0.0,0.100137,0,0,0,164,24,0,0,0,0,0,0
10975743,0.14403173,-0.0008752528,-0.012780101,0.9894902,0.10198336,-0.017199092,-0.0439992,0.022745099,-0.005169258,0.5374901,-1.2943762e-05,7.137737e-06,-2.276281e-05,5.3132437e-05,3.529819e-05,-0.00031995098,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,3.3026968e-08,0.000118385105,0.0013874097,0.0003365989,0.00018263422,0.00018255654,7.1423797e-06,0.042119347,0.042126376,0.07816076,0.017309235,0.017309358,0.13367428,2.4844988e-09,2.489684e-09,8.283877e-09,2.3545003e-06,2.3529783e-06,5.8050125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.023501346,0.0,0.00045450323,0.01278517,0.0,0.0,0.0,0.100137,0,0,0,164,24,0,0,0,0,0,0
11175759,0.14710367,-4.2432144e-05,-0.012066136,0.9890475,0.08987856,-0.048505172,-0.0787034,0.023172554,-0.0073266206,0.51541895,-1.2764442e-05,1.0182677e-05,-2.3325163e-05,5.9155343e-05,3.4177992e-05,-0.0003075645,0.3922903,-0.015722122,0.4203793,0.0,0.0,0.0,0.0,0.0,3.4041136e-08,0.00012954012,0.0013905882,0.00032144526,0.00016987248,0.00016980515,7.1313075e-06,0.03865655,0.038659193,0.073574185,0.016859522,0.016859619,0.13193408,1.9901e-09,1.9948185e-09,7.4094673e-09,2.3525774e-06,2.3510222e-06,5.129955e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,0.0,0.0,0.0029523233,0.0,0.00046494062,0.030804588,0.0,0.0,0.0,0.100137,0,0,0,164,24,0,0,0,0,0,0
11384543,0.14991575,-0.0007241327,-0.012664521,0.9886175,0.12408252,-0.05073758,-0.090634055,0.02726402,-0.0076142526,0.5198038,-1.2435983e-05,1.297282e-05,-2.3300718e-05,6.40995e-05,3.3439246e-05,-0.00033442423,0.35781002,-0.014340232,0.41835296,0.0,0.0,0.0,0.0,0.0,3.79995e-08,0.00013237969,0.0015120441,0.0015751449,0.00016591196,0.00016563921,3.663872e-05,0.030731784,0.030757321,0.06946986,0.01654024,0.016540403,0.13133971,1.6077933e-09,1.6125019e-09,7.170999e-09,2.3511604e-06,2.3495788e-06,4.5324003e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.18188085,0.36240822,0.006866855,0.0,0.0005214123,0.029097596,0.0,0.0,0.0,0.100137,0,0,0,165,24,0,0,0,0,0,0
11584652,0.15087274,0.0009840174,-0.009035308,0.9885114,-0.07868277,0.004305253,-0.048488967,0.008386819,-0.008759275,0.5262803,-1.1993471e-05,1.5225028e-05,-2.327415e-05,6.396202e-05,3.2973472e-05,-0.00035884904,0.35781002,-0.014340232,0.41835296,0.0,0.0,0.0,0.0,0.0,4.9894005e-08,0.00017199197,0.0019639083,0.00091869186,0.00016582242,0.00016573978,2.1682261e-05,0.030408757,0.030461842,0.06518071,0.015514305,0.015515047,0.12942845,1.3275799e-09,1.3324101e-09,7.1681585e-09,2.350792e-06,2.3491907e-06,4.0058129e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.1761515,0.35976166,0.014885939,0.0,0.00022827479,0.011270295,0.0,0.0,0.0,0.100137,0,0,0,165,24,0,0,0,0,0,0
11784546,0.15708517,-0.001377674,-0.00858162,0.98754686,-0.0002015769,-0.043523952,-0.07658047,0.0242076,-0.00692966,0.5181682,-1.1730634e-05,1.6548298e-05,-2.3098677e-05,5.544854e-05,3.2780765e-05,-0.00036446878,0.35781002,-0.014340232,0.41835296,0.0,0.0,0.0,0.0,0.0,5.25435e-08,0.00016388495,0.0020827453,0.00066877034,0.00016386929,0.00016381503,1.6944692e-05,0.038999178,0.038998988,0.06108266,0.014906079,0.014906133,0.12727028,1.1326404e-09,1.1375408e-09,7.1615194e-09,2.344291e-06,2.3426815e-06,3.5427507e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.17266212,0.3567496,0.005558331,0.0,0.00048849295,0.013726141,0.0,0.0,0.0,0.100137,0,0,0,165,24,0,0,0,0,0,0
11985398,0.15941226,0.00014286234,-0.0060587414,0.9871936,0.22783671,0.004809822,-0.087085366,0.03028258,-0.012314829,0.4888831,-1.1466362e-05,1.827654e-05,-2.3056848e-05,2.7528877e-05,3.4668246e-05,-0.0003494169,0.35781002,-0.014340232,0.41835296,0.0,0.0,0.0,0.0,0.0,8.564156e-08,0.00021171269,0.0025742406,0.000527847,0.00015624012,0.00015621625,1.3780084e-05,0.050097365,0.05018762,0.056020115,0.014352841,0.014353119,0.12131875,9.948701e-10,9.998118e-10,7.1494215e-09,2.309703e-06,2.3081138e-06,3.0907216e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.16942833,0.3483084,0.0063418634,0.0,0.00062380725,0.006602253,0.0,0.0,0.0,0.100137,0,0,0,165,24,0,0,0,0,0,0
12193354,0.16546142,0.0001781375,-0.012667709,0.98613495,0.13608427,-0.14768453,-0.07925762,0.044532117,-0.0065954817,0.5100862,-1.1825602e-05,2.0046366e-05,-2.2803863e-05,-3.2963613e-05,2.2179915e-05,-0.0003896069,0.35781002,-0.014340232,0.41835296,0.0,0.0,0.0,0.0,0.0,8.326759e-08,0.00021381961,0.0023805609,0.00042917556,0.00014333507,0.0001432568,1.203125e-05,0.062380895,0.062374137,0.05277651,0.015855812,0.015857449,0.12052493,9.3063596e-10,9.355715e-10,7.1277735e-09,2.2391193e-06,2.2375896e-06,2.742884e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.17808218,0.34716702,0.0043103835,0.0,0.0008714372,0.032920077,0.0,0.0,0.0,0.100137,0,0,0,165,24,0,0,0,0,0,0
12393349,0.16644736,0.0013673564,-0.0070897853,0.98602396,0.05055291,0.018793501,-0.06868059,0.03454683,-0.015779214,0.47897854,-1.1944716e-05,2.1309615e-05,-2.3237772e-05,-0.00011377306,2.4662366e-05,-0.0003744596,0.35781002,-0.014340232,0.41835296,0.0,0.0,0.0,0.0,0.0,7.278474e-08,0.00019097849,0.0021285657,0.0003701222,0.00012586165,0.00012583776,1.0581015e-05,0.06729238,0.06729243,0.049462687,0.017249629,0.017250337,0.11842547,9.0508595e-10,9.1001373e-10,7.099382e-09,2.131168e-06,2.1297403e-06,2.4370217e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.18574166,0.34413,0.016360316,0.0,0.0007081176,0.0010342863,0.0,0.0,0.0,0.100137,0,0,0,165,24,0,0,0,0,0,0
12594150,0.17178394,0.0015190527,-0.009554394,0.98508716,-0.0560083,-0.046298992,-0.10227739,0.026797235,-0.0077964314,0.46903592,-1.21329895e-05,2.1728369e-05,-2.3301178e-05,-0.00018308773,2.366511e-05,-0.0003812681,0.35781002,-0.014340232,0.41835296,0.0,0.0,0.0,0.0,0.0,7.628192e-08,0.00021993341,0.0022308622,0.00032717138,0.00010810772,0.00010806871,9.995195e-06,0.065647244,0.06564993,0.046360232,0.018241346,0.0182418,0.1162623,8.993043e-10,9.0421953e-10,7.061088e-09,2.0079758e-06,2.0066655e-06,2.1683145e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.19100562,0.34097257,0.006859762,0.0,0.000565407,0.043217313,0.0,0.0,0.0,0.100137,0,0,0,165,24,0,0,0,0,0,0
12802146,0.17363137,0.0019862296,-0.006256311,0.9847889,-0.03230192,0.09594683,-0.10193526,0.014798601,-0.007536606,0.45490932,-1.2296288e-05,2.171795e-05,-2.2929466e-05,-0.00022884087,3.1852866e-05,-0.0003872552,0.35781002,-0.014340232,0.41835296,0.0,0.0,0.0,0.0,0.0,8.307718e-08,0.000206663,0.002157017,0.0002921815,9.230229e-05,9.228291e-05,9.0824915e-06,0.057074755,0.057060707,0.042834785,0.01788385,0.017883854,0.11207642,8.9742674e-10,9.023259e-10,7.0056485e-09,1.8840849e-06,1.8828889e-06,1.9079576e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531,0.18912351,0.33477816,0.0022752653,0.0,0.00030700685,0.03577194,0.0,0.0,0.0,0.100137,0,0,0,165,24,0,0,0,0,0,0
