timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
17301529,0.0,-0.0,2.6633,0.0,0.23687331,0.0,0.0,0.9715406,0.0,0.0,-0.0,1,0,0,0,0,0
17402298,0.0,-0.0,2.6578379,0.0,0.2395258,0.0,0.0,0.97089,0.0,0.0,-0.0,1,0,0,0,0,0
17502357,0.0,-0.0,2.6590743,0.0,0.23892552,0.0,0.0,0.9710379,0.0,0.0,-0.0,1,0,0,0,0,0
17606367,0.0,-0.0,2.647109,0.0,0.24473058,0.0,0.0,0.96959114,0.0,0.0,-0.0,1,0,0,0,0,0
17707132,0.0,-0.0,2.632642,0.0,0.25173765,0.0,0.0,0.9677955,0.0,0.0,-0.0,1,0,0,0,0,0
17807109,0.0,-0.0,2.6358147,0.0,0.25020212,0.0,0.0,0.96819365,0.0,0.0,-0.0,1,0,0,0,0,0
17911277,0.0,-0.0,2.6218014,0.0,0.2569797,0.0,0.0,0.9664168,0.0,0.0,-0.0,1,0,0,0,0,0
18011103,0.0,-0.0,2.611744,0.0,0.26183626,0.0,0.0,0.9651123,0.0,0.0,-0.0,1,0,0,0,0,0
18111109,0.0,-0.0,2.6098697,0.0,0.26274055,0.0,0.0,0.9648665,0.0,0.0,-0.0,1,0,0,0,0,0
18215148,0.0,-0.0,2.5994127,0.0,0.26778176,0.0,0.0,0.9634796,0.0,0.0,-0.0,1,0,0,0,0,0
18315124,0.0,-0.0,2.5964851,0.0,0.2691918,0.0,0.0,0.9630866,0.0,0.0,-0.0,1,0,0,0,0,0
18415907,0.0,-0.0,2.5924177,0.0,0.27114987,0.0,0.0,0.9625371,0.0,0.0,-0.0,1,0,0,0,0,0
18519938,0.0,-0.0,2.5974345,0.0,0.2687346,0.0,0.0,0.9632143,0.0,0.0,-0.0,1,0,0,0,0,0
18619900,0.0,-0.0,2.5996463,0.0,0.2676692,0.0,0.0,0.9635109,0.0,0.0,-0.0,1,0,0,0,0,0
18719906,0.0,-0.0,2.589897,0.0,0.27236286,0.0,0.0,0.9621946,0.0,0.0,-0.0,1,0,0,0,0,0
18823937,0.0,-0.0,2.6044042,0.0,0.26537633,0.0,0.0,0.9641449,0.0,0.0,-0.0,1,0,0,0,0,0
18923961,0.0,-0.0,2.5941896,0.0,0.270297,0.0,0.0,0.962777,0.0,0.0,-0.0,1,0,0,0,0,0
19027903,0.0,-0.0,2.6026,0.0,0.26624593,0.0,0.0,0.96390516,0.0,0.0,-0.0,1,0,0,0,0,0
19128711,0.0,-0.0,2.6025858,0.0,0.26625282,0.0,0.0,0.96390325,0.0,0.0,-0.0,1,0,0,0,0,0
19228882,0.0,-0.0,2.5897074,0.0,0.27245402,0.0,0.0,0.9621688,0.0,0.0,-0.0,1,0,0,0,0,0
19328720,0.0,-0.0,2.6029627,0.0,0.26607114,0.0,0.0,0.9639534,0.0,0.0,-0.0,1,0,0,0,0,0
19432719,0.0,-0.0,2.5992467,0.0,0.26786172,0.0,0.0,0.96345735,0.0,0.0,-0.0,1,0,0,0,0,0
19532706,0.0,-0.0,2.5981126,0.0,0.26840803,0.0,0.0,0.9633053,0.0,0.0,-0.0,1,0,0,0,0,0
19634489,0.0,-0.0,2.5903418,0.0,0.27214882,0.0,0.0,0.9622552,0.0,0.0,-0.0,1,0,0,0,0,0
19737511,0.0,-0.0,2.5903504,0.0,0.27214468,0.0,0.0,0.9622564,0.0,0.0,-0.0,1,0,0,0,0,0
19838310,0.0,-0.0,2.5932143,0.0,0.2707665,0.0,0.0,0.96264505,0.0,0.0,-0.0,1,0,0,0,0,0
19938299,0.0,-0.0,2.58388,0.0,0.27525637,0.0,0.0,0.9613709,0.0,0.0,-0.0,1,0,0,0,0,0
20042314,0.0,-0.0,2.5835624,0.0,0.275409,0.0,0.0,0.96132714,0.0,0.0,-0.0,1,0,0,0,0,0
20142297,0.0,-0.0,2.5809162,0.0,0.2766807,0.0,0.0,0.96096194,0.0,0.0,-0.0,1,0,0,0,0,0
20242322,0.0,-0.0,2.5682385,0.0,0.2827665,0.0,0.0,0.95918876,0.0,0.0,-0.0,1,0,0,0,0,0
20346298,0.0,-0.0,2.557403,0.0,0.28795892,0.0,0.0,0.9576428,0.0,0.0,-0.0,1,0,0,0,0,0
20446303,0.0,-0.0,2.5475588,0.0,0.29266906,0.0,0.0,0.9562138,0.0,0.0,-0.0,1,0,0,0,0,0
20550303,0.0,-0.0,2.5352926,0.0,0.29852805,0.0,0.0,0.9544009,0.0,0.0,-0.0,1,0,0,0,0,0
20655140,0.0,-0.0,2.5257807,0.0,0.30306378,0.0,0.0,0.9529703,0.0,0.0,-0.0,1,0,0,0,0,0
20759113,0.0,-0.0,2.5194995,0.0,0.30605513,0.0,0.0,0.9520138,0.0,0.0,-0.0,1,0,0,0,0,0
20859112,0.0,-0.0,2.5122738,0.0,0.30949265,0.0,0.0,0.95090187,0.0,0.0,-0.0,1,0,0,0,0,0
20963113,0.0,-0.0,2.5074868,0.0,0.31176773,0.0,0.0,0.95015836,0.0,0.0,-0.0,1,0,0,0,0,0
21063275,0.0,-0.0,2.5018284,0.0,0.31445464,0.0,0.0,0.9492725,0.0,0.0,-0.0,1,0,0,0,0,0
21163956,0.0,-0.0,2.4946227,0.0,0.3178727,0.0,0.0,0.9481334,0.0,0.0,-0.0,1,0,0,0,0,0
21267902,0.0,-0.0,2.5029876,0.0,0.3139044,0.0,0.0,0.9494546,0.0,0.0,-0.0,1,0,0,0,0,0
21367912,0.0,-0.0,2.4999995,0.0,0.31532258,0.0,0.0,0.94898456,0.0,0.0,-0.0,1,0,0,0,0,0
21467918,0.0,-0.0,2.493704,0.0,0.31830817,0.0,0.0,0.9479873,0.0,0.0,-0.0,1,0,0,0,0,0
21571909,0.0,-0.0,2.494867,0.0,0.31775686,0.0,0.0,0.9481722,0.0,0.0,-0.0,1,0,0,0,0,0
21671909,0.0,-0.0,2.4936795,0.0,0.3183198,0.0,0.0,0.9479834,0.0,0.0,-0.0,1,0,0,0,0,0
21771910,0.0,-0.0,2.500126,0.0,0.31526262,0.0,0.0,0.9490045,0.0,0.0,-0.0,1,0,0,0,0,0
21873514,0.0,-0.0,2.490733,0.0,0.31971613,0.0,0.0,0.94751334,0.0,0.0,-0.0,1,0,0,0,0,0
21976706,0.0,-0.0,2.4881344,0.0,0.32094693,0.0,0.0,0.9470972,0.0,0.0,-0.0,1,0,0,0,0,0
22076716,0.0,-0.0,2.488895,0.0,0.32058674,0.0,0.0,0.9472192,0.0,0.0,-0.0,1,0,0,0,0,0
22180713,0.0,-0.0,2.479554,0.0,0.32500723,0.0,0.0,0.94571155,0.0,0.0,-0.0,1,0,0,0,0,0
22281508,0.0,-0.0,2.4793274,0.0,0.3251143,0.0,0.0,0.9456747,0.0,0.0,-0.0,1,0,0,0,0,0
22381506,0.0,-0.0,2.4769773,0.0,0.3262253,0.0,0.0,0.94529206,0.0,0.0,-0.0,1,0,0,0,0,0
22485641,0.0,-0.0,2.476986,0.0,0.32622126,0.0,0.0,0.9452935,0.0,0.0,-0.0,1,0,0,0,0,0
22585668,0.0,-0.0,2.470314,0.0,0.32937288,0.0,0.0,0.9442,0.0,0.0,-0.0,1,0,0,0,0,0
22685521,0.0,-0.0,2.4646728,0.0,0.3320348,0.0,0.0,0.9432671,0.0,0.0,-0.0,1,0,0,0,0,0
22789528,0.0,-0.0,2.4647496,0.0,0.3319986,0.0,0.0,0.94327986,0.0,0.0,-0.0,1,0,0,0,0,0
22890297,0.0,-0.0,2.4641826,0.0,0.33226597,0.0,0.0,0.94318575,0.0,0.0,-0.0,1,0,0,0,0,0
22990326,0.0,-0.0,2.4566886,0.0,0.33579773,0.0,0.0,0.9419341,0.0,0.0,-0.0,1,0,0,0,0,0
23094337,0.0,-0.0,2.4528928,0.0,0.33758485,0.0,0.0,0.94129515,0.0,0.0,-0.0,1,0,0,0,0,0
23194322,0.0,-0.0,2.4547913,0.0,0.33669117,0.0,0.0,0.9416151,0.0,0.0,-0.0,1,0,0,0,0,0
23294346,0.0,-0.0,2.4593594,0.0,0.3345396,0.0,0.0,0.9423817,0.0,0.0,-0.0,1,0,0,0,0,0
23395129,0.0,-0.0,2.453631,0.0,0.33723742,0.0,0.0,0.94141966,0.0,0.0,-0.0,1,0,0,0,0,0
23499113,0.0,-0.0,2.4471226,0.0,0.34029916,0.0,0.0,0.9403173,0.0,0.0,-0.0,1,0,0,0,0,0
23599106,0.0,-0.0,2.4420958,0.0,0.3426615,0.0,0.0,0.93945897,0.0,0.0,-0.0,1,0,0,0,0,0
23703109,0.0,-0.0,2.4337306,0.0,0.34658784,0.0,0.0,0.93801755,0.0,0.0,-0.0,1,0,0,0,0,0
23803108,0.0,-0.0,2.4282446,0.0,0.34915954,0.0,0.0,0.93706334,0.0,0.0,-0.0,1,0,0,0,0,0
23903288,0.0,-0.0,2.41688,0.0,0.35447857,0.0,0.0,0.93506414,0.0,0.0,-0.0,1,0,0,0,0,0
24007904,0.0,-0.0,2.4062636,0.0,0.35943702,0.0,0.0,0.9331693,0.0,0.0,-0.0,1,0,0,0,0,0
24108701,0.0,-0.0,2.3950357,0.0,0.36467007,0.0,0.0,0.93113685,0.0,0.0,-0.0,1,0,0,0,0,0
24208716,0.0,-0.0,2.384338,0.0,0.36964542,0.0,0.0,0.92917293,0.0,0.0,-0.0,1,0,0,0,0,0
24308712,0.0,-0.0,2.3766005,0.0,0.37323734,0.0,0.0,0.9277359,0.0,0.0,-0.0,1,0,0,0,0,0
24412705,0.0,-0.0,2.3684983,0.0,0.37699258,0.0,0.0,0.9262163,0.0,0.0,-0.0,1,0,0,0,0,0
24512704,0.0,-0.0,2.3523333,0.0,0.38446635,0.0,0.0,0.923139,0.0,0.0,-0.0,1,0,0,0,0,0
24616716,0.0,-0.0,2.342291,0.0,0.38909665,0.0,0.0,0.92119694,0.0,0.0,-0.0,1,0,0,0,0,0
24716711,0.0,-0.0,2.3343427,0.0,0.39275458,0.0,0.0,0.9196433,0.0,0.0,-0.0,1,0,0,0,0,0
24816713,0.0,-0.0,2.3236072,0.0,0.39768532,0.0,0.0,0.91752183,0.0,0.0,-0.0,1,0,0,0,0,0
24920862,0.0,-0.0,2.3095913,0.0,0.40410545,0.0,0.0,0.9147124,0.0,0.0,-0.0,1,0,0,0,0,0
25020709,0.0,-0.0,2.304,0.0,0.40666115,0.0,0.0,0.9135791,0.0,0.0,-0.0,1,0,0,0,0,0
25121528,0.0,-0.0,2.304943,0.0,0.40623027,0.0,0.0,0.9137708,0.0,0.0,-0.0,1,0,0,0,0,0
25225568,0.0,-0.0,2.293128,0.0,0.41162127,0.0,0.0,0.911355,0.0,0.0,-0.0,1,0,0,0,0,0
25325547,0.0,-0.0,2.2890236,0.0,0.41349068,0.0,0.0,0.91050833,0.0,0.0,-0.0,1,0,0,0,0,0
25429509,0.0,-0.0,2.2909842,0.0,0.41259795,0.0,0.0,0.9109133,0.0,0.0,-0.0,1,0,0,0,0,0
25533506,0.0,-0.0,2.2782753,0.0,0.41837794,0.0,0.0,0.90827304,0.0,0.0,-0.0,1,0,0,0,0,0
25633502,0.0,-0.0,2.2774534,0.0,0.41875112,0.0,0.0,0.9081011,0.0,0.0,-0.0,1,0,0,0,0,0
25734327,0.0,-0.0,2.2770529,0.0,0.41893297,0.0,0.0,0.90801716,0.0,0.0,-0.0,1,0,0,0,0,0
25838311,0.0,-0.0,2.2763557,0.0,0.41924945,0.0,0.0,0.9078711,0.0,0.0,-0.0,1,0,0,0,0,0
25938298,0.0,-0.0,2.268703,0.0,0.42272025,0.0,0.0,0.90626025,0.0,0.0,-0.0,1,0,0,0,0,0
26038468,0.0,-0.0,2.2634647,0.0,0.42509243,0.0,0.0,0.90514994,0.0,0.0,-0.0,1,0,0,0,0,0
26142303,0.0,-0.0,2.2579043,0.0,0.42760727,0.0,0.0,0.9039646,0.0,0.0,-0.0,1,0,0,0,0,0
26243910,0.0,-0.0,2.250066,0.0,0.4311467,0.0,0.0,0.9022818,0.0,0.0,-0.0,1,0,0,0,0,0
26343113,0.0,-0.0,2.2450635,0.0,0.4334022,0.0,0.0,0.9012006,0.0,0.0,-0.0,1,0,0,0,0,0
26447106,0.0,-0.0,2.2347488,0.0,0.43804422,0.0,0.0,0.89895344,0.0,0.0,-0.0,1,0,0,0,0,0
26551105,0.0,-0.0,2.2256505,0.0,0.44212914,0.0,0.0,0.8969514,0.0,0.0,-0.0,1,0,0,0,0,0
26651900,0.0,-0.0,2.224437,0.0,0.44267333,0.0,0.0,0.896683,0.0,0.0,-0.0,1,0,0,0,0,0
26751959,0.0,-0.0,2.2164042,0.0,0.44627118,0.0,0.0,0.89489776,0.0,0.0,-0.0,1,0,0,0,0,0
26855941,0.0,-0.0,2.2088628,0.0,0.4496424,0.0,0.0,0.8932087,0.0,0.0,-0.0,1,0,0,0,0,0
26955944,0.0,-0.0,2.2056568,0.0,0.45107365,0.0,0.0,0.89248675,0.0,0.0,-0.0,1,0,0,0,0,0
27059934,0.0,-0.0,2.205676,0.0,0.451065,0.0,0.0,0.8924911,0.0,0.0,-0.0,1,0,0,0,0,0
27159907,0.0,-0.0,2.1962929,0.0,0.45524725,0.0,0.0,0.89036506,0.0,0.0,-0.0,1,0,0,0,0,0
27259911,0.0,-0.0,2.195744,0.0,0.45549157,0.0,0.0,0.89024013,0.0,0.0,-0.0,1,0,0,0,0,0
27360712,0.0,-0.0,2.1973498,0.0,0.45477667,0.0,0.0,0.8906055,0.0,0.0,-0.0,1,0,0,0,0,0
27464713,0.0,-0.0,2.1926646,0.0,0.45686173,0.0,0.0,0.88953775,0.0,0.0,-0.0,1,0,0,0,0,0
27565569,0.0,-0.0,2.195106,0.0,0.45577553,0.0,0.0,0.89009476,0.0,0.0,-0.0,1,0,0,0,0,0
27668719,0.0,-0.0,2.1902342,0.0,0.45794237,0.0,0.0,0.8889819,0.0,0.0,-0.0,1,0,0,0,0,0
27768701,0.0,-0.0,2.1885414,0.0,0.45869464,0.0,0.0,0.888594,0.0,0.0,-0.0,1,0,0,0,0,0
27869506,0.0,-0.0,2.1964357,0.0,0.45518368,0.0,0.0,0.89039755,0.0,0.0,-0.0,1,0,0,0,0,0
27973506,0.0,-0.0,2.1973662,0.0,0.45476934,0.0,0.0,0.89060926,0.0,0.0,-0.0,1,0,0,0,0,0
28073523,0.0,-0.0,2.1894941,0.0,0.4582713,0.0,0.0,0.88881236,0.0,0.0,-0.0,1,0,0,0,0,0
28173558,0.0,-0.0,2.193928,0.0,0.45629972,0.0,0.0,0.8898261,0.0,0.0,-0.0,1,0,0,0,0,0
28277515,0.0,-0.0,2.1992354,0.0,0.4539368,0.0,0.0,0.89103395,0.0,0.0,-0.0,1,0,0,0,0,0
28377546,0.0,-0.0,2.1849117,0.0,0.46030653,0.0,0.0,0.88776004,0.0,0.0,-0.0,1,0,0,0,0,0
28478297,0.0,-0.0,2.188186,0.0,0.45885256,0.0,0.0,0.88851243,0.0,0.0,-0.0,1,0,0,0,0,0
28582333,0.0,-0.0,2.1834698,0.0,0.46094647,0.0,0.0,0.887428,0.0,0.0,-0.0,1,0,0,0,0,0
28683104,0.0,-0.0,2.176567,0.0,0.46400654,0.0,0.0,0.8858318,0.0,0.0,-0.0,1,0,0,0,0,0
28783117,0.0,-0.0,2.1806,0.0,0.4622194,0.0,0.0,0.8867656,0.0,0.0,-0.0,1,0,0,0,0,0
28887128,0.0,-0.0,2.168992,0.0,0.46735832,0.0,0.0,0.884068,0.0,0.0,-0.0,1,0,0,0,0,0
28987114,0.0,-0.0,2.1635718,0.0,0.46975252,0.0,0.0,0.8827982,0.0,0.0,-0.0,1,0,0,0,0,0
29087269,0.0,-0.0,2.1600413,0.0,0.47131014,0.0,0.0,0.88196754,0.0,0.0,-0.0,1,0,0,0,0,0
29191159,0.0,-0.0,2.1543326,0.0,0.47382566,0.0,0.0,0.8806187,0.0,0.0,-0.0,1,0,0,0,0,0
29291115,0.0,-0.0,2.155119,0.0,0.4734794,0.0,0.0,0.8808049,0.0,0.0,-0.0,1,0,0,0,0,0
29391119,0.0,-0.0,2.1501865,0.0,0.4756502,0.0,0.0,0.87963456,0.0,0.0,-0.0,1,0,0,0,0,0
29495902,0.0,-0.0,2.1454158,0.0,0.4777471,0.0,0.0,0.8784974,0.0,0.0,-0.0,1,0,0,0,0,0
29595901,0.0,-0.0,2.1518455,0.0,0.47492042,0.0,0.0,0.8800288,0.0,0.0,-0.0,1,0,0,0,0,0
29695918,0.0,-0.0,2.149108,0.0,0.47612453,0.0,0.0,0.8793779,0.0,0.0,-0.0,1,0,0,0,0,0
29799911,0.0,-0.0,2.14569,0.0,0.47762668,0.0,0.0,0.8785629,0.0,0.0,-0.0,1,0,0,0,0,0
29899909,0.0,-0.0,2.146194,0.0,0.47740525,0.0,0.0,0.87868327,0.0,0.0,-0.0,1,0,0,0,0,0
30003911,0.0,-0.0,2.1458678,0.0,0.47754854,0.0,0.0,0.87860537,0.0,0.0,-0.0,1,0,0,0,0,0
30100706,0.0,-0.0,2.1452184,0.0,0.4778338,0.0,0.0,0.8784503,0.0,0.0,-0.0,1,0,0,0,0,0
30205545,0.0,-0.0,2.1397495,0.0,0.4802341,0.0,0.0,0.8771404,0.0,0.0,-0.0,1,0,0,0,0,0
30304742,0.0,-0.0,2.1351836,0.0,0.4822353,0.0,0.0,0.8760417,0.0,0.0,-0.0,1,0,0,0,0,0
30408734,0.0,-0.0,2.1370819,0.0,0.48140362,0.0,0.0,0.876499,0.0,0.0,-0.0,1,0,0,0,0,0
30508709,0.0,-0.0,2.1333146,0.0,0.48305374,0.0,0.0,0.8755907,0.0,0.0,-0.0,1,0,0,0,0,0
30609518,0.0,-0.0,2.1335423,0.0,0.48295406,0.0,0.0,0.87564564,0.0,0.0,-0.0,1,0,0,0,0,0
30713515,0.0,-0.0,2.130059,0.0,0.4844784,0.0,0.0,0.8748032,0.0,0.0,-0.0,1,0,0,0,0,0
30814367,0.0,-0.0,2.1307,0.0,0.48419794,0.0,0.0,0.8749585,0.0,0.0,-0.0,1,0,0,0,0,0
30917509,0.0,-0.0,2.128618,0.0,0.48510858,0.0,0.0,0.8744539,0.0,0.0,-0.0,1,0,0,0,0,0
31021508,0.0,-0.0,2.1234727,0.0,0.48735663,0.0,0.0,0.87320304,0.0,0.0,-0.0,1,0,0,0,0,0
31122312,0.0,-0.0,2.1299314,0.0,0.4845342,0.0,0.0,0.8747723,0.0,0.0,-0.0,1,0,0,0,0,0
31222297,0.0,-0.0,2.1229954,0.0,0.487565,0.0,0.0,0.8730867,0.0,0.0,-0.0,1,0,0,0,0,0
31326297,0.0,-0.0,2.1254973,0.0,0.48647243,0.0,0.0,0.87369597,0.0,0.0,-0.0,1,0,0,0,0,0
31426302,0.0,-0.0,2.1242251,0.0,0.4870281,0.0,0.0,0.8733863,0.0,0.0,-0.0,1,0,0,0,0,0
31526332,0.0,-0.0,2.124868,0.0,0.48674735,0.0,0.0,0.8735428,0.0,0.0,-0.0,1,0,0,0,0,0
31631107,0.0,-0.0,2.1230206,0.0,0.48755398,0.0,0.0,0.8730929,0.0,0.0,-0.0,1,0,0,0,0,0
31731103,0.0,-0.0,2.1286972,0.0,0.48507395,0.0,0.0,0.8744731,0.0,0.0,-0.0,1,0,0,0,0,0
31831129,0.0,-0.0,2.1299882,0.0,0.48450938,0.0,0.0,0.8747861,0.0,0.0,-0.0,1,0,0,0,0,0
31935106,0.0,-0.0,2.1271348,0.0,0.48575693,0.0,0.0,0.87409395,0.0,0.0,-0.0,1,0,0,0,0,0
32039906,0.0,-0.0,2.131156,0.0,0.4839985,0.0,0.0,0.87506884,0.0,0.0,-0.0,1,0,0,0,0,0
32139900,0.0,-0.0,2.1299033,0.0,0.4845465,0.0,0.0,0.8747655,0.0,0.0,-0.0,1,0,0,0,0,0
32243912,0.0,-0.0,2.1305847,0.0,0.48424843,0.0,0.0,0.87493056,0.0,0.0,-0.0,1,0,0,0,0,0
32344720,0.0,-0.0,2.1244118,0.0,0.48694655,0.0,0.0,0.87343174,0.0,0.0,-0.0,1,0,0,0,0,0
