timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
13667762,32767,32767,32767,32767,32767,32767,32767
13671770,32767,32767,32767,32767,32767,32767,32767
13675747,32767,32767,32767,32767,-66,32767,32767
13679743,32767,32767,32767,32767,32767,-61,32767
13683745,32767,32767,32767,32767,32767,32767,32767
13687743,32767,32767,32767,32767,32767,32767,32767
13691743,32767,32767,32767,32767,32767,32767,32767
13695794,32767,32767,32767,32767,-64,32767,32767
13699743,32767,32767,32767,32767,32767,-45,32767
13703750,32767,32767,32767,32767,-44,32767,32767
13707743,32767,32767,32767,32767,32767,32767,32767
13711743,32767,32767,32767,32767,32767,32767,32767
13715743,32767,32767,32767,32767,-61,32767,32767
13719777,32767,32767,32767,32767,32767,32767,32767
13723764,32767,32767,32767,32767,32767,-66,32767
13727751,32767,32767,32767,32767,32767,32767,32767
13731788,32767,32767,32767,32767,32767,32767,32767
13735743,32767,32767,32767,32767,-60,32767,32767
13739743,32767,32767,32767,32767,32767,32767,32767
13743743,32767,32767,32767,32767,-37,-45,32767
13747780,32767,32767,32767,32767,32767,32767,32767
13751772,32767,32767,32767,32767,32767,32767,32767
13755749,32767,32767,32767,32767,-57,32767,32767
13759743,32767,32767,32767,32767,32767,32767,32767
13763743,32767,32767,32767,32767,32767,32767,32767
13767743,32767,32767,32767,32767,32767,-69,32767
13771743,32767,32767,32767,32767,32767,32767,32767
13775749,32767,32767,32767,32767,-53,32767,32767
13779743,32767,32767,32767,32767,32767,32767,32767
13783752,32767,32767,32767,32767,32767,32767,32767
13787746,32767,32767,32767,32767,-73,-52,32767
13791754,32767,32767,32767,32767,32767,32767,32767
13795743,32767,32767,32767,32767,-52,32767,32767
13799779,32767,32767,32767,32767,32767,32767,32767
13803746,32767,32767,32767,32767,32767,32767,32767
13807765,32767,32767,32767,32767,32767,32767,32767
13811743,32767,32767,32767,32767,32767,-77,32767
13815801,32767,32767,32767,32767,-49,32767,32767
13819743,32767,32767,32767,32767,32767,32767,32767
13823746,32767,32767,32767,32767,32767,32767,32767
13827758,32767,32767,32767,32767,-67,32767,32767
13832604,32767,32767,32767,32767,32767,-69,32767
13836543,32767,32767,32767,32767,-52,32767,32767
13840543,32767,32767,32767,32767,32767,32767,32767
13844563,32767,32767,32767,32767,32767,32767,32767
13848557,32767,32767,32767,32767,32767,32767,32767
13852573,32767,32767,32767,32767,32767,-52,32767
13856546,32767,32767,32767,32767,-48,32767,32767
13860543,32767,32767,32767,32767,32767,32767,32767
13864543,32767,32767,32767,32767,32767,32767,32767
13868543,32767,32767,32767,32767,-68,32767,32767
13872595,32767,32767,32767,32767,32767,32767,32767
13876543,32767,32767,32767,32767,-45,-77,32767
13880547,32767,32767,32767,32767,32767,32767,32767
13884543,32767,32767,32767,32767,32767,32767,32767
13888543,32767,32767,32767,32767,32767,32767,32767
13892543,32767,32767,32767,32767,32767,32767,32767
13896552,32767,32767,32767,32767,-44,-61,32767
13900550,32767,32767,32767,32767,32767,32767,32767
13904546,32767,32767,32767,32767,32767,32767,32767
13908543,32767,32767,32767,32767,-61,32767,32767
13912543,32767,32767,32767,32767,32767,32767,32767
13916590,32767,32767,32767,32767,-41,-45,32767
13920543,32767,32767,32767,32767,32767,32767,32767
13924577,32767,32767,32767,32767,32767,32767,32767
13928546,32767,32767,32767,32767,32767,32767,32767
13932543,32767,32767,32767,32767,32767,32767,32767
13936569,32767,32767,32767,32767,-37,32767,32767
13940543,32767,32767,32767,32767,32767,-68,32767
13944546,32767,32767,32767,32767,32767,32767,32767
13948543,32767,32767,32767,32767,-57,32767,32767
13952566,32767,32767,32767,32767,32767,32767,32767
13956547,32767,32767,32767,32767,-36,32767,32767
13960543,32767,32767,32767,32767,32767,-53,32767
13964546,32767,32767,32767,32767,32767,32767,32767
13968546,32767,32767,32767,32767,32767,32767,32767
13972543,32767,32767,32767,32767,32767,32767,32767
13976605,32767,32767,32767,32767,32767,32767,32767
13980543,32767,32767,32767,32767,-75,32767,32767
13984543,32767,32767,32767,32767,32767,-68,32767
13988555,32767,32767,32767,32767,-53,32767,32767
13992543,32767,32767,32767,32767,32767,32767,32767
13996543,32767,32767,32767,32767,32767,32767,32767
14000604,32767,32767,32767,32767,-74,32767,32767
14004566,32767,32767,32767,32767,32767,-55,32767
14008543,32767,32767,32767,32767,32767,32767,32767
14012543,32767,32767,32767,32767,32767,32767,32767
14016543,32767,32767,32767,32767,32767,32767,32767
14020570,32767,32767,32767,32767,-69,32767,32767
14024553,32767,32767,32767,32767,32767,32767,32767
14028577,32767,32767,32767,32767,-48,-77,32767
14032571,32767,32767,32767,32767,32767,32767,32767
14036543,32767,32767,32767,32767,32767,32767,32767
14040546,32767,32767,32767,32767,-67,32767,32767
14044543,32767,32767,32767,32767,32767,32767,32767
14048543,32767,32767,32767,32767,32767,-61,32767
14052543,32767,32767,32767,32767,32767,32767,32767
14056549,32767,32767,32767,32767,32767,32767,32767
14060546,32767,32767,32767,32767,-65,32767,32767
14064554,32767,32767,32767,32767,32767,32767,32767
14068543,32767,32767,32767,32767,-44,-45,32767
14072543,32767,32767,32767,32767,32767,32767,32767
14076548,32767,32767,32767,32767,32767,32767,32767
14080577,32767,32767,32767,32767,-61,32767,32767
14084603,32767,32767,32767,32767,32767,32767,32767
14088554,32767,32767,32767,32767,32767,32767,32767
14092543,32767,32767,32767,32767,32767,-67,32767
14096543,32767,32767,32767,32767,32767,32767,32767
14100543,32767,32767,32767,32767,-60,32767,32767
14104572,32767,32767,32767,32767,32767,32767,32767
14108559,32767,32767,32767,32767,-37,32767,32767
14112543,32767,32767,32767,32767,32767,-53,32767
14116543,32767,32767,32767,32767,32767,32767,32767
14120543,32767,32767,32767,32767,-56,32767,32767
14124543,32767,32767,32767,32767,32767,32767,32767
14128546,32767,32767,32767,32767,32767,32767,32767
14132595,32767,32767,32767,32767,32767,32767,32767
14136543,32767,32767,32767,32767,32767,-76,32767
14140543,32767,32767,32767,32767,-53,32767,32767
14144547,32767,32767,32767,32767,32767,32767,32767
14148543,32767,32767,32767,32767,32767,32767,32767
14152545,32767,32767,32767,32767,-72,32767,32767
14156546,32767,32767,32767,32767,32767,-61,32767
14160550,32767,32767,32767,32767,-52,32767,32767
14164543,32767,32767,32767,32767,32767,32767,32767
14168595,32767,32767,32767,32767,32767,32767,32767
14172543,32767,32767,32767,32767,32767,32767,32767
14176543,32767,32767,32767,32767,32767,-45,32767
14180546,32767,32767,32767,32767,-46,32767,32767
14184577,32767,32767,32767,32767,32767,32767,32767
14188607,32767,32767,32767,32767,32767,32767,32767
14192543,32767,32767,32767,32767,-65,32767,32767
14196546,32767,32767,32767,32767,32767,32767,32767
14200543,32767,32767,32767,32767,-45,-67,32767
14204543,32767,32767,32767,32767,32767,32767,32767
14208546,32767,32767,32767,32767,32767,32767,32767
14212553,32767,32767,32767,32767,32767,32767,32767
14216543,32767,32767,32767,32767,32767,32767,32767
14220543,32767,32767,32767,32767,-44,-45,32767
14224552,32767,32767,32767,32767,32767,32767,32767
14228543,32767,32767,32767,32767,32767,32767,32767
14232546,32767,32767,32767,32767,-61,32767,32767
14236641,32767,32767,32767,32767,32767,32767,32767
14240543,32767,32767,32767,32767,-40,32767,32767
14244546,32767,32767,32767,32767,32767,-69,32767
14248554,32767,32767,32767,32767,32767,32767,32767
14252578,32767,32767,32767,32767,32767,32767,32767
14256583,32767,32767,32767,32767,32767,32767,32767
14260543,32767,32767,32767,32767,-36,32767,32767
14264553,32767,32767,32767,32767,32767,-53,32767
14268543,32767,32767,32767,32767,32767,32767,32767
14272582,32767,32767,32767,32767,-53,32767,32767
14276551,32767,32767,32767,32767,32767,32767,32767
14280543,32767,32767,32767,32767,32767,32767,32767
14284543,32767,32767,32767,32767,-72,32767,32767
14288577,32767,32767,32767,32767,32767,-76,32767
14292543,32767,32767,32767,32767,32767,32767,32767
14296543,32767,32767,32767,32767,32767,32767,32767
14300543,32767,32767,32767,32767,32767,32767,32767
14304546,32767,32767,32767,32767,-69,32767,32767
14308543,32767,32767,32767,32767,32767,-61,32767
14312543,32767,32767,32767,32767,-48,32767,32767
14316549,32767,32767,32767,32767,32767,32767,32767
14320543,32767,32767,32767,32767,32767,32767,32767
14324552,32767,32767,32767,32767,-68,32767,32767
14328546,32767,32767,32767,32767,32767,-45,32767
14332543,32767,32767,32767,32767,32767,32767,32767
14336585,32767,32767,32767,32767,32767,32767,32767
14340577,32767,32767,32767,32767,32767,32767,32767
14344560,32767,32767,32767,32767,-67,32767,32767
14348543,32767,32767,32767,32767,32767,32767,32767
14352543,32767,32767,32767,32767,-46,-69,32767
14356597,32767,32767,32767,32767,32767,32767,32767
14360555,32767,32767,32767,32767,32767,32767,32767
14364543,32767,32767,32767,32767,-65,32767,32767
14368553,32767,32767,32767,32767,32767,32767,32767
14372543,32767,32767,32767,32767,32767,-52,32767
14376543,32767,32767,32767,32767,32767,32767,32767
14380543,32767,32767,32767,32767,32767,32767,32767
14384554,32767,32767,32767,32767,-61,32767,32767
14388543,32767,32767,32767,32767,32767,32767,32767
14392592,32767,32767,32767,32767,-41,32767,32767
14396549,32767,32767,32767,32767,32767,-77,32767
14400543,32767,32767,32767,32767,32767,32767,32767
14404543,32767,32767,32767,32767,-60,32767,32767
14408546,32767,32767,32767,32767,32767,32767,32767
14412543,32767,32767,32767,32767,32767,32767,32767
14416543,32767,32767,32767,32767,32767,-61,32767
14420579,32767,32767,32767,32767,32767,32767,32767
14424548,32767,32767,32767,32767,-57,32767,32767
14428543,32767,32767,32767,32767,32767,32767,32767
14432546,32767,32767,32767,32767,-36,32767,32767
14436543,32767,32767,32767,32767,32767,32767,32767
14440560,32767,32767,32767,32767,32767,-86,32767
14444580,32767,32767,32767,32767,-53,32767,32767
14448554,32767,32767,32767,32767,32767,32767,32767
14452543,32767,32767,32767,32767,32767,32767,32767
14456555,32767,32767,32767,32767,32767,32767,32767
14460545,32767,32767,32767,32767,32767,-60,32767
14464543,32767,32767,32767,32767,-52,32767,32767
14468543,32767,32767,32767,32767,32767,32767,32767
14472559,32767,32767,32767,32767,32767,32767,32767
14476543,32767,32767,32767,32767,-69,32767,32767
14480543,32767,32767,32767,32767,32767,-45,32767
14484546,32767,32767,32767,32767,-48,32767,32767
14488543,32767,32767,32767,32767,32767,32767,32767
14492543,32767,32767,32767,32767,32767,32767,32767
14496594,32767,32767,32767,32767,32767,32767,32767
14500544,32767,32767,32767,32767,32767,32767,32767
14504591,32767,32767,32767,32767,-47,-69,32767
14508543,32767,32767,32767,32767,32767,32767,32767
14512543,32767,32767,32767,32767,32767,32767,32767
14516543,32767,32767,32767,32767,-66,32767,32767
14520545,32767,32767,32767,32767,32767,32767,32767
14524592,32767,32767,32767,32767,-45,-52,32767
14528543,32767,32767,32767,32767,32767,32767,32767
14532543,32767,32767,32767,32767,32767,32767,32767
14536543,32767,32767,32767,32767,32767,32767,32767
14540546,32767,32767,32767,32767,32767,32767,32767
14544543,32767,32767,32767,32767,-44,32767,32767
14548577,32767,32767,32767,32767,32767,-76,32767
14552546,32767,32767,32767,32767,32767,32767,32767
14556543,32767,32767,32767,32767,-61,32767,32767
14560551,32767,32767,32767,32767,32767,32767,32767
14564543,32767,32767,32767,32767,-41,32767,32767
14568543,32767,32767,32767,32767,32767,-60,32767
14572543,32767,32767,32767,32767,32767,32767,32767
14576603,32767,32767,32767,32767,32767,32767,32767
14580543,32767,32767,32767,32767,32767,32767,32767
14584543,32767,32767,32767,32767,-37,32767,32767
14588591,32767,32767,32767,32767,32767,-46,32767
14592563,32767,32767,32767,32767,32767,32767,32767
14596543,32767,32767,32767,32767,-57,32767,32767
14600584,32767,32767,32767,32767,32767,32767,32767
14604543,32767,32767,32767,32767,-36,32767,32767
14608560,32767,32767,32767,32767,32767,32767,32767
14612543,32767,32767,32767,32767,32767,-67,32767
14616543,32767,32767,32767,32767,32767,32767,32767
14620552,32767,32767,32767,32767,32767,32767,32767
14624552,32767,32767,32767,32767,32767,32767,32767
14628567,32767,32767,32767,32767,-72,32767,32767
14633343,32767,32767,32767,32767,32767,-61,32767
14637346,32767,32767,32767,32767,-60,32767,32767
14641343,32767,32767,32767,32767,32767,32767,32767
14645374,32767,32767,32767,32767,-37,32767,32767
14649382,32767,32767,32767,32767,32767,32767,32767
14653343,32767,32767,32767,32767,32767,-44,32767
14657360,32767,32767,32767,32767,32767,32767,32767
14661346,32767,32767,32767,32767,32767,32767,32767
14665354,32767,32767,32767,32767,-36,32767,32767
14669343,32767,32767,32767,32767,32767,32767,32767
14673389,32767,32767,32767,32767,32767,32767,32767
14677387,32767,32767,32767,32767,-55,-68,32767
14681343,32767,32767,32767,32767,32767,32767,32767
14685392,32767,32767,32767,32767,-35,32767,32767
14689394,32767,32767,32767,32767,32767,32767,32767
14693347,32767,32767,32767,32767,32767,32767,32767
14697343,32767,32767,32767,32767,32767,-49,32767
14701379,32767,32767,32767,32767,32767,32767,32767
14705391,32767,32767,32767,32767,32767,32767,32767
14709393,32767,32767,32767,32767,-73,32767,32767
14713343,32767,32767,32767,32767,32767,32767,32767
14717343,32767,32767,32767,32767,-53,32767,32767
14721343,32767,32767,32767,32767,32767,-73,32767
14725389,32767,32767,32767,32767,32767,32767,32767
14729368,32767,32767,32767,32767,-72,32767,32767
14733343,32767,32767,32767,32767,32767,32767,32767
14737353,32767,32767,32767,32767,32767,32767,32767
14741346,32767,32767,32767,32767,32767,-57,32767
14745390,32767,32767,32767,32767,32767,32767,32767
14749343,32767,32767,32767,32767,-68,32767,32767
14753393,32767,32767,32767,32767,32767,32767,32767
14758150,32767,32767,32767,32767,-53,32767,32767
14762143,32767,32767,32767,32767,32767,-49,32767
14766143,32767,32767,32767,32767,32767,32767,32767
14770143,32767,32767,32767,32767,-72,32767,32767
14774153,32767,32767,32767,32767,32767,32767,32767
14778147,32767,32767,32767,32767,32767,32767,32767
14782146,32767,32767,32767,32767,32767,32767,32767
14786143,32767,32767,32767,32767,32767,-73,32767
14790194,32767,32767,32767,32767,-69,32767,32767
14794146,32767,32767,32767,32767,32767,32767,32767
14798271,32767,32767,32767,32767,-49,32767,32767
14802145,32767,32767,32767,32767,32767,32767,32767
14806150,32767,32767,32767,32767,32767,-53,32767
14810155,32767,32767,32767,32767,-67,32767,32767
14814143,32767,32767,32767,32767,32767,32767,32767
14818158,32767,32767,32767,32767,32767,32767,32767
14822145,32767,32767,32767,32767,32767,32767,32767
14826168,32767,32767,32767,32767,32767,32767,32767
14830147,32767,32767,32767,32767,-65,-76,32767
14834145,32767,32767,32767,32767,32767,32767,32767
14838143,32767,32767,32767,32767,-44,32767,32767
14842146,32767,32767,32767,32767,32767,32767,32767
14846143,32767,32767,32767,32767,32767,32767,32767
14850177,32767,32767,32767,32767,-61,-61,32767
14854208,32767,32767,32767,32767,32767,32767,32767
14858143,32767,32767,32767,32767,32767,32767,32767
14862153,32767,32767,32767,32767,32767,32767,32767
14866146,32767,32767,32767,32767,32767,32767,32767
14870143,32767,32767,32767,32767,-60,-45,32767
14874178,32767,32767,32767,32767,32767,32767,32767
14878159,32767,32767,32767,32767,-36,32767,32767
14882143,32767,32767,32767,32767,32767,32767,32767
14886143,32767,32767,32767,32767,32767,32767,32767
14890150,32767,32767,32767,32767,-55,32767,32767
14894155,32767,32767,32767,32767,32767,-68,32767
14898153,32767,32767,32767,32767,32767,32767,32767
14902198,32767,32767,32767,32767,32767,32767,32767
14906146,32767,32767,32767,32767,32767,32767,32767
14910143,32767,32767,32767,32767,-54,32767,32767
14914143,32767,32767,32767,32767,32767,-52,32767
14918150,32767,32767,32767,32767,32767,32767,32767
14922146,32767,32767,32767,32767,-73,32767,32767
14926143,32767,32767,32767,32767,32767,32767,32767
14930158,32767,32767,32767,32767,-52,32767,32767
14934146,32767,32767,32767,32767,32767,32767,32767
14938143,32767,32767,32767,32767,32767,-69,32767
14942143,32767,32767,32767,32767,32767,32767,32767
14946147,32767,32767,32767,32767,32767,32767,32767
14950147,32767,32767,32767,32767,-48,32767,32767
14954180,32767,32767,32767,32767,32767,32767,32767
14958193,32767,32767,32767,32767,32767,-53,32767
14962143,32767,32767,32767,32767,-68,32767,32767
14966143,32767,32767,32767,32767,32767,32767,32767
14970143,32767,32767,32767,32767,-45,32767,32767
14974151,32767,32767,32767,32767,32767,32767,32767
14978165,32767,32767,32767,32767,32767,32767,32767
14982161,32767,32767,32767,32767,32767,-76,32767
14986143,32767,32767,32767,32767,32767,32767,32767
14990145,32767,32767,32767,32767,-44,32767,32767
14994143,32767,32767,32767,32767,32767,32767,32767
14998143,32767,32767,32767,32767,32767,32767,32767
15002149,32767,32767,32767,32767,-61,-60,32767
15006189,32767,32767,32767,32767,32767,32767,32767
15010143,32767,32767,32767,32767,-41,32767,32767
15014143,32767,32767,32767,32767,32767,32767,32767
15018143,32767,32767,32767,32767,32767,32767,32767
15022143,32767,32767,32767,32767,32767,32767,32767
15026146,32767,32767,32767,32767,32767,-77,32767
15030150,32767,32767,32767,32767,-37,32767,32767
15034167,32767,32767,32767,32767,32767,32767,32767
15038146,32767,32767,32767,32767,32767,32767,32767
15042195,32767,32767,32767,32767,-57,32767,32767
15046143,32767,32767,32767,32767,32767,-60,32767
15050146,32767,32767,32767,32767,-36,32767,32767
15054143,32767,32767,32767,32767,32767,32767,32767
15058199,32767,32767,32767,32767,32767,32767,32767
15062175,32767,32767,32767,32767,32767,32767,32767
15066146,32767,32767,32767,32767,32767,-45,32767
15070146,32767,32767,32767,32767,-35,32767,32767
15074143,32767,32767,32767,32767,32767,32767,32767
15078146,32767,32767,32767,32767,32767,32767,32767
15082143,32767,32767,32767,32767,-53,32767,32767
15086201,32767,32767,32767,32767,32767,32767,32767
15090143,32767,32767,32767,32767,32767,-68,32767
15094143,32767,32767,32767,32767,-73,32767,32767
15098143,32767,32767,32767,32767,32767,32767,32767
15102143,32767,32767,32767,32767,32767,32767,32767
15106146,32767,32767,32767,32767,32767,32767,32767
15110180,32767,32767,32767,32767,32767,-55,32767
15114175,32767,32767,32767,32767,-69,32767,32767
15118146,32767,32767,32767,32767,32767,32767,32767
15122189,32767,32767,32767,32767,-48,32767,32767
15126188,32767,32767,32767,32767,32767,32767,32767
15130143,32767,32767,32767,32767,32767,32767,32767
15134147,32767,32767,32767,32767,-67,-76,32767
15138157,32767,32767,32767,32767,32767,32767,32767
15142143,32767,32767,32767,32767,32767,32767,32767
15146169,32767,32767,32767,32767,32767,32767,32767
15150143,32767,32767,32767,32767,32767,32767,32767
15154152,32767,32767,32767,32767,-64,-60,32767
15158146,32767,32767,32767,32767,32767,32767,32767
15162196,32767,32767,32767,32767,-44,32767,32767
15166146,32767,32767,32767,32767,32767,32767,32767
15170151,32767,32767,32767,32767,32767,32767,32767
15174143,32767,32767,32767,32767,-61,32767,32767
15178146,32767,32767,32767,32767,32767,-77,32767
15182146,32767,32767,32767,32767,32767,32767,32767
15186143,32767,32767,32767,32767,32767,32767,32767
15190173,32767,32767,32767,32767,32767,32767,32767
15194143,32767,32767,32767,32767,-60,32767,32767
15198150,32767,32767,32767,32767,32767,-60,32767
15202145,32767,32767,32767,32767,-37,32767,32767
15206146,32767,32767,32767,32767,32767,32767,32767
15210187,32767,32767,32767,32767,32767,32767,32767
15214177,32767,32767,32767,32767,-57,32767,32767
15218146,32767,32767,32767,32767,32767,-44,32767
15222143,32767,32767,32767,32767,32767,32767,32767
15226150,32767,32767,32767,32767,32767,32767,32767
15230170,32767,32767,32767,32767,32767,32767,32767
15234152,32767,32767,32767,32767,-55,32767,32767
15238143,32767,32767,32767,32767,32767,32767,32767
15242150,32767,32767,32767,32767,-35,-69,32767
15246143,32767,32767,32767,32767,32767,32767,32767
15250143,32767,32767,32767,32767,32767,32767,32767
15254146,32767,32767,32767,32767,-54,32767,32767
15258151,32767,32767,32767,32767,32767,32767,32767
15262143,32767,32767,32767,32767,32767,-55,32767
15266177,32767,32767,32767,32767,32767,32767,32767
15270145,32767,32767,32767,32767,32767,32767,32767
15274147,32767,32767,32767,32767,-53,32767,32767
15278146,32767,32767,32767,32767,32767,32767,32767
15282143,32767,32767,32767,32767,32767,32767,32767
15286143,32767,32767,32767,32767,-72,-76,32767
15290152,32767,32767,32767,32767,32767,32767,32767
15294215,32767,32767,32767,32767,-53,32767,32767
15298146,32767,32767,32767,32767,32767,32767,32767
15302150,32767,32767,32767,32767,32767,32767,32767
15306143,32767,32767,32767,32767,32767,-61,32767
15310151,32767,32767,32767,32767,32767,32767,32767
15314159,32767,32767,32767,32767,-48,32767,32767
15318192,32767,32767,32767,32767,32767,32767,32767
15322205,32767,32767,32767,32767,32767,32767,32767
15326143,32767,32767,32767,32767,-67,-44,32767
15330143,32767,32767,32767,32767,32767,32767,32767
15334143,32767,32767,32767,32767,-47,32767,32767
15338145,32767,32767,32767,32767,32767,32767,32767
15342146,32767,32767,32767,32767,32767,32767,32767
15346159,32767,32767,32767,32767,32767,32767,32767
15350143,32767,32767,32767,32767,32767,-69,32767
15354143,32767,32767,32767,32767,-46,32767,32767
15358143,32767,32767,32767,32767,32767,32767,32767
15362143,32767,32767,32767,32767,32767,32767,32767
15366156,32767,32767,32767,32767,-65,32767,32767
15370177,32767,32767,32767,32767,32767,-53,32767
15374143,32767,32767,32767,32767,-45,32767,32767
15378188,32767,32767,32767,32767,32767,32767,32767
15382147,32767,32767,32767,32767,32767,32767,32767
15386143,32767,32767,32767,32767,32767,32767,32767
15390143,32767,32767,32767,32767,32767,32767,32767
15394151,32767,32767,32767,32767,-44,-76,32767
15398194,32767,32767,32767,32767,32767,32767,32767
15402143,32767,32767,32767,32767,32767,32767,32767
15406146,32767,32767,32767,32767,-61,32767,32767
15410150,32767,32767,32767,32767,32767,32767,32767
15414145,32767,32767,32767,32767,-41,-53,32767
15418143,32767,32767,32767,32767,32767,32767,32767
15422177,32767,32767,32767,32767,32767,32767,32767
15426146,32767,32767,32767,32767,32767,32767,32767
15430146,32767,32767,32767,32767,32767,32767,32767
15434146,32767,32767,32767,32767,-37,32767,32767
15438143,32767,32767,32767,32767,32767,-77,32767
15442143,32767,32767,32767,32767,32767,32767,32767
15446143,32767,32767,32767,32767,-57,32767,32767
15450175,32767,32767,32767,32767,32767,32767,32767
15454143,32767,32767,32767,32767,-36,32767,32767
15458146,32767,32767,32767,32767,32767,-60,32767
15462202,32767,32767,32767,32767,32767,32767,32767
15466143,32767,32767,32767,32767,32767,32767,32767
15470143,32767,32767,32767,32767,32767,32767,32767
15474217,32767,32767,32767,32767,32767,32767,32767
15478168,32767,32767,32767,32767,-73,-45,32767
15482158,32767,32767,32767,32767,32767,32767,32767
15486143,32767,32767,32767,32767,-52,32767,32767
15490146,32767,32767,32767,32767,32767,32767,32767
15494143,32767,32767,32767,32767,32767,32767,32767
15498146,32767,32767,32767,32767,-69,32767,32767
15502175,32767,32767,32767,32767,32767,-69,32767
15506152,32767,32767,32767,32767,32767,32767,32767
15510143,32767,32767,32767,32767,32767,32767,32767
15514152,32767,32767,32767,32767,32767,32767,32767
15518145,32767,32767,32767,32767,-68,32767,32767
15522143,32767,32767,32767,32767,32767,-52,32767
15526199,32767,32767,32767,32767,-47,32767,32767
15530143,32767,32767,32767,32767,32767,32767,32767
15534151,32767,32767,32767,32767,32767,32767,32767
15538150,32767,32767,32767,32767,-66,32767,32767
15542143,32767,32767,32767,32767,32767,32767,32767
15546187,32767,32767,32767,32767,32767,-77,32767
15550147,32767,32767,32767,32767,32767,32767,32767
15554150,32767,32767,32767,32767,32767,32767,32767
15558143,32767,32767,32767,32767,-65,32767,32767
15562146,32767,32767,32767,32767,32767,32767,32767
15566158,32767,32767,32767,32767,-45,-60,32767
15570146,32767,32767,32767,32767,32767,32767,32767
15574156,32767,32767,32767,32767,32767,32767,32767
15578196,32767,32767,32767,32767,-64,32767,32767
15582145,32767,32767,32767,32767,32767,32767,32767
15586143,32767,32767,32767,32767,32767,-45,32767
15590146,32767,32767,32767,32767,32767,32767,32767
15594180,32767,32767,32767,32767,32767,32767,32767
15598143,32767,32767,32767,32767,-61,32767,32767
15602176,32767,32767,32767,32767,32767,32767,32767
15606166,32767,32767,32767,32767,-40,32767,32767
15610143,32767,32767,32767,32767,32767,-69,32767
15614143,32767,32767,32767,32767,32767,32767,32767
15618146,32767,32767,32767,32767,-60,32767,32767
15622143,32767,32767,32767,32767,32767,32767,32767
15626145,32767,32767,32767,32767,32767,32767,32767
15630220,32767,32767,32767,32767,32767,-54,32767
15634154,32767,32767,32767,32767,32767,32767,32767
15638143,32767,32767,32767,32767,-57,32767,32767
15642143,32767,32767,32767,32767,32767,32767,32767
15646146,32767,32767,32767,32767,-36,32767,32767
15650158,32767,32767,32767,32767,32767,32767,32767
15654143,32767,32767,32767,32767,32767,-68,32767
15658166,32767,32767,32767,32767,-53,32767,32767
15662146,32767,32767,32767,32767,32767,32767,32767
15666143,32767,32767,32767,32767,32767,32767,32767
15670143,32767,32767,32767,32767,32767,32767,32767
15674147,32767,32767,32767,32767,32767,-53,32767
15678143,32767,32767,32767,32767,-52,32767,32767
15682177,32767,32767,32767,32767,32767,32767,32767
15686143,32767,32767,32767,32767,32767,32767,32767
15690149,32767,32767,32767,32767,-69,32767,32767
15694143,32767,32767,32767,32767,32767,32767,32767
15698146,32767,32767,32767,32767,-48,-77,32767
15702143,32767,32767,32767,32767,32767,32767,32767
15706146,32767,32767,32767,32767,32767,32767,32767
15710153,32767,32767,32767,32767,32767,32767,32767
15714188,32767,32767,32767,32767,32767,32767,32767
15718143,32767,32767,32767,32767,-47,-61,32767
15722145,32767,32767,32767,32767,32767,32767,32767
15726143,32767,32767,32767,32767,32767,32767,32767
15730146,32767,32767,32767,32767,-65,32767,32767
15734226,32767,32767,32767,32767,32767,32767,32767
15738143,32767,32767,32767,32767,-44,-45,32767
15742943,32767,32767,32767,32767,32767,32767,32767
15746943,32767,32767,32767,32767,32767,32767,32767
15750959,32767,32767,32767,32767,32767,32767,32767
15754996,32767,32767,32767,32767,32767,32767,32767
15758956,32767,32767,32767,32767,-48,32767,32767
15762943,32767,32767,32767,32767,32767,-76,32767
15766943,32767,32767,32767,32767,32767,32767,32767
15770943,32767,32767,32767,32767,-68,32767,32767
15774943,32767,32767,32767,32767,32767,32767,32767
15778946,32767,32767,32767,32767,-46,32767,32767
15782952,32767,32767,32767,32767,32767,-61,32767
15786943,32767,32767,32767,32767,32767,32767,32767
15790947,32767,32767,32767,32767,32767,32767,32767
15794947,32767,32767,32767,32767,32767,32767,32767
15798946,32767,32767,32767,32767,-45,32767,32767
15802946,32767,32767,32767,32767,32767,-45,32767
15806992,32767,32767,32767,32767,32767,32767,32767
15810943,32767,32767,32767,32767,-64,32767,32767
15814995,32767,32767,32767,32767,32767,32767,32767
15818948,32767,32767,32767,32767,-44,32767,32767
15822943,32767,32767,32767,32767,32767,32767,32767
15826953,32767,32767,32767,32767,32767,-68,32767
15830943,32767,32767,32767,32767,32767,32767,32767
15835023,32767,32767,32767,32767,32767,32767,32767
15838943,32767,32767,32767,32767,-40,32767,32767
15842951,32767,32767,32767,32767,32767,32767,32767
15846943,32767,32767,32767,32767,32767,-54,32767
15850955,32767,32767,32767,32767,-60,32767,32767
15854943,32767,32767,32767,32767,32767,32767,32767
15858999,32767,32767,32767,32767,-37,32767,32767
15862943,32767,32767,32767,32767,32767,32767,32767
15866943,32767,32767,32767,32767,32767,32767,32767
15870943,32767,32767,32767,32767,32767,-74,32767
15874946,32767,32767,32767,32767,32767,32767,32767
15878943,32767,32767,32767,32767,-36,32767,32767
15882946,32767,32767,32767,32767,32767,32767,32767
15886960,32767,32767,32767,32767,32767,32767,32767
