timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
6946180,32767,32767,32767,32767,-60,32767,32767
6950146,32767,32767,32767,32767,32767,32767,32767
6958146,32767,32767,32767,32767,32767,32767,32767
6962146,32767,32767,32767,32767,32767,-46,32767
6974160,32767,32767,32767,32767,-36,32767,32767
6982146,32767,32767,32767,32767,32767,32767,32767
6986145,32767,32767,32767,32767,-55,-69,32767
6990146,32767,32767,32767,32767,32767,32767,32767
6994152,32767,32767,32767,32767,32767,32767,32767
6998231,32767,32767,32767,32767,-74,32767,32767
7010146,32767,32767,32767,32767,32767,32767,32767
7014146,32767,32767,32767,32767,32767,32767,32767
7018146,32767,32767,32767,32767,-72,32767,32767
7022146,32767,32767,32767,32767,32767,32767,32767
7026148,32767,32767,32767,32767,-52,32767,32767
7030146,32767,32767,32767,32767,32767,-76,32767
7034143,32767,32767,32767,32767,32767,32767,32767
7038146,32767,32767,32767,32767,-69,32767,32767
7042149,32767,32767,32767,32767,32767,32767,32767
7046147,32767,32767,32767,32767,32767,32767,32767
7050178,32767,32767,32767,32767,32767,-61,32767
7054146,32767,32767,32767,32767,32767,32767,32767
7058146,32767,32767,32767,32767,-68,32767,32767
7062190,32767,32767,32767,32767,32767,32767,32767
7066146,32767,32767,32767,32767,-47,32767,32767
7070146,32767,32767,32767,32767,32767,32767,32767
7074145,32767,32767,32767,32767,32767,-76,32767
7078193,32767,32767,32767,32767,-67,32767,32767
7082165,32767,32767,32767,32767,32767,32767,32767
7086146,32767,32767,32767,32767,32767,32767,32767
7090146,32767,32767,32767,32767,32767,32767,32767
7094149,32767,32767,32767,32767,32767,-61,32767
7098143,32767,32767,32767,32767,-65,32767,32767
7106165,32767,32767,32767,32767,-45,32767,32767
7110161,32767,32767,32767,32767,32767,32767,32767
7114146,32767,32767,32767,32767,32767,-45,32767
7118146,32767,32767,32767,32767,-64,32767,32767
7122145,32767,32767,32767,32767,32767,32767,32767
7126146,32767,32767,32767,32767,32767,32767,32767
7130170,32767,32767,32767,32767,32767,32767,32767
7134145,32767,32767,32767,32767,32767,32767,32767
7138146,32767,32767,32767,32767,-61,-69,32767
