timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
132967832,0.20486355,0.015916767,0.07040143
133170879,0.19001351,0.016522612,0.06454745
133375642,0.1992529,0.017795378,0.073284194
133579354,0.2054748,0.0148947025,0.06410086
133779717,0.2016608,0.016632514,0.061882842
133985035,0.2039559,0.01869507,0.06088271
134187471,0.20822129,0.016189048,0.06941262
134388218,0.20552818,0.017461797,0.06246143
134587605,0.20664167,0.019559488,0.07421631
134793323,0.2062961,0.018144934,0.075599656
134996444,0.20119196,0.014620646,0.07403662
135196969,0.20683953,0.018257534,0.064754464
135403541,0.20262744,0.016749121,0.069597825
135605904,0.20561987,0.017457394,0.06337452
135806548,0.20010309,0.017071093,0.06457249
136012265,0.20150569,0.015866298,0.059411086
136212222,0.20603569,0.018085962,0.06417867
136415376,0.19946957,0.015535483,0.07309503
136621011,0.20317592,0.017457638,0.071849465
136822787,0.19870058,0.017200936,0.059546955
137023585,0.1920381,0.016484968,0.06318087
137229915,0.19730324,0.017305216,0.0644548
137430044,0.20080556,0.01764567,0.065858215
137629189,0.20024693,0.014549892,0.0686836
137832459,0.1926465,0.017275432,0.06802829
138038050,0.19056319,0.015277573,0.06429745
138238502,0.1972701,0.01730306,0.06969741
138438820,0.19715005,0.019125784,0.06662577
138639457,0.1923326,0.018271806,0.06980678
138839648,0.20203559,0.018328235,0.06934128
139040320,0.19403379,0.01756565,0.07457035
139241833,0.19136097,0.013513328,0.071020156
139441790,0.19863202,0.01692488,0.0699927
139644504,0.19759262,0.016143342,0.06714324
139844900,0.19336009,0.01756445,0.0664182
140049755,0.19765665,0.017733855,0.069387
140250282,0.1953845,0.015961237,0.057284657
140450799,0.20216605,0.01670159,0.06756242
140655276,0.200323,0.01667613,0.063663945
140859409,0.18967935,0.016740551,0.06716491
141059721,0.19085777,0.017482616,0.0596708
141262863,0.1997066,0.015251149,0.056905534
141467692,0.20070262,0.016755816,0.06693314
141668278,0.19889143,0.01661906,0.06941561
141868941,0.1995681,0.015854282,0.06573659
142068485,0.19857188,0.01623486,0.069493845
142270808,0.19544066,0.019573864,0.07267916
142477226,0.19826138,0.016649261,0.067132086
142676432,0.19431885,0.019817544,0.07323086
142880196,0.20021531,0.017148767,0.07118151
143086645,0.20838965,0.01707019,0.06684703
143286571,0.19983673,0.017115645,0.072247
143488511,0.20460725,0.017701162,0.07028767
143694033,0.20188867,0.01646394,0.0642157
143894542,0.20746174,0.01610445,0.06843332
144095686,0.20737214,0.019897522,0.06726638
144296637,0.20716399,0.018439494,0.06606149
144498529,0.208465,0.015929455,0.06463997
144699292,0.21292108,0.015377568,0.070549436
144904970,0.20788455,0.018076165,0.06986763
145105740,0.2089968,0.01810414,0.06997759
145308222,0.2050889,0.018382134,0.06907576
145507561,0.21525039,0.016932419,0.06772879
145712504,0.20801973,0.015777119,0.06551837
145914052,0.19909109,0.017858027,0.06768791
146115543,0.20438042,0.017411556,0.06809605
146318020,0.20211911,0.019525256,0.062934875
146518841,0.20816949,0.018431956,0.065134175
146724433,0.20374641,0.016818775,0.0658892
146925212,0.20813048,0.015999256,0.06817144
147127550,0.20948394,0.016430257,0.071719326
147327682,0.20578976,0.020543458,0.075469196
147533100,0.19519885,0.019060139,0.07072016
147733116,0.20493776,0.020404078,0.072122976
147933663,0.19849102,0.017868685,0.07118537
148133293,0.19452147,0.015302263,0.06479089
148336352,0.19559626,0.017116038,0.06621546
148541806,0.20268711,0.014797212,0.064422585
148743516,0.1877283,0.016097425,0.0629992
148946118,0.19601524,0.017252352,0.060145747
149150830,0.19443898,0.017705048,0.063345924
149351580,0.19964948,0.016905287,0.06738226
149555352,0.20051402,0.015409639,0.07452224
149759542,0.20059732,0.017155496,0.068326294
149959695,0.20614347,0.016780362,0.06816045
150159599,0.2036368,0.01714826,0.062590316
150363390,0.20629685,0.016476462,0.067610614
150568331,0.20471823,0.018111145,0.07181896
150769234,0.20569316,0.017578771,0.06859983
150968980,0.20312746,0.019112935,0.06688722
151172139,0.20293161,0.016496658,0.06432361
151377945,0.21116093,0.017516011,0.06386193
151577823,0.20350626,0.017459843,0.064866215
151780408,0.19560727,0.019458355,0.070954956
