timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
16527743,0,0.0,0.0,0.0,0.0,0.46212444,3.323168e-05,8.524516e-06,0.0,-0.049915966,0.03899915,-0.043822527,0.015170298,0.008307921,0.0021311291,0.0,0.7803442,0.47156474,1.0843141,2.6359696,0.0,0.21686837,0.043822527,0.14862663,0.28561947,0.1792604,0.12688331,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
16631743,0,0.0,0.0,0.0,0.0,0.4667581,3.323168e-05,8.524516e-06,0.0,-0.04792109,-0.070082486,-0.052102685,0.008569271,0.008307921,0.0021311291,0.0,0.5743205,-2.9530594,-0.16094443,2.6476655,0.0,0.2122347,0.052102685,0.15028389,0.28502095,0.18225685,0.12575695,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
16735747,0,0.0,0.0,0.0,0.0,0.46648973,3.323168e-05,8.524516e-06,0.0,0.039957233,-0.25118405,-0.044724036,0.013484936,0.008307921,0.0021311291,0.0,-0.13212846,-0.22086371,-0.042433485,2.6578038,0.0,0.21250308,0.044724036,0.14860371,0.28161037,0.18172754,0.12388215,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
16832543,0,0.0,0.0,0.0,0.0,0.46283707,3.323168e-05,8.524516e-06,0.0,0.06476756,-0.030465871,-0.052686863,0.0013442403,0.008307921,0.0021311291,0.0,1.5820646,-0.2728196,0.3057494,2.6603265,0.0,0.21615574,0.052686863,0.14919522,0.28029904,0.18386613,0.122702874,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
16936543,0,0.0,0.0,0.0,0.0,0.45691726,3.323168e-05,8.524516e-06,0.0,0.13776164,0.018150248,-0.032861255,0.014225834,0.008307921,0.0021311291,0.0,0.95136887,1.1526562,-1.639246,2.661417,0.0,0.22207555,0.032861255,0.1509358,0.2798264,0.18582115,0.12181852,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17040546,0,0.0,0.0,0.0,0.0,0.4505098,3.323168e-05,8.524516e-06,0.0,0.058564134,-0.14490636,-0.074022084,-0.03324739,0.008307921,0.0021311291,0.0,-0.41320753,-3.2058449,-1.1351054,2.660673,0.0,0.22848302,0.074022084,0.15283681,0.27946746,0.18785681,0.121064246,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17136543,0,0.0,0.0,0.0,0.0,0.44418868,3.323168e-05,8.524516e-06,0.0,0.06126422,-0.19644088,-0.057600055,-0.021506242,0.008307921,0.0021311291,0.0,1.0035902,0.030852227,-3.2676299,2.6646042,0.0,0.23480412,0.057600055,0.15334669,0.2782625,0.18781741,0.120123,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17240543,0,0.0,0.0,0.0,0.0,0.43304121,3.323168e-05,8.524516e-06,0.0,0.1191108,-0.021425819,-0.044335414,-0.0164893,0.008307921,0.0021311291,0.0,1.8925481,0.25693566,-1.0074536,2.6651616,0.0,0.2459516,0.044335414,0.15490235,0.2778434,0.18963045,0.11930062,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17344543,0,0.0,0.0,0.0,0.0,0.422712,3.323168e-05,8.524516e-06,0.0,0.1558894,-0.1193898,-0.079030596,-0.058564965,0.008307921,0.0021311291,0.0,-0.45171252,-1.669192,-0.2545808,2.6615975,0.0,0.2562808,0.079030596,0.15637179,0.2774417,0.18990554,0.11862934,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17441346,0,0.0,0.0,0.0,0.0,0.417609,3.323168e-05,8.524516e-06,0.0,0.06678579,-0.15493977,-0.055987656,-0.035616666,0.008307921,0.0021311291,0.0,-0.20022257,0.9849662,0.26688895,2.657886,0.0,0.2613838,0.055987656,0.15630832,0.2762388,0.18876272,0.117865264,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17545435,0,0.0,0.0,0.0,0.0,0.41756445,3.323168e-05,8.524516e-06,0.0,0.11852111,-0.08416562,-0.056594618,-0.031220747,0.008307921,0.0021311291,0.0,1.0870296,0.8950813,1.1948811,2.6546748,0.0,0.26142836,0.056594618,0.15736657,0.2758292,0.18881255,0.11718027,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17649392,0,0.0,0.0,0.0,0.0,0.4185344,3.323168e-05,8.524516e-06,0.0,0.16428305,-0.047807526,-0.06619121,-0.03584737,0.008307921,0.0021311291,0.0,-0.41742492,-0.6129895,-0.090579025,2.639964,0.0,0.2604584,0.06619121,0.1545922,0.27293065,0.185162,0.115864776,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17745366,0,0.0,0.0,0.0,0.0,0.41931468,3.323168e-05,8.524516e-06,0.0,0.019430002,-0.07475963,-0.040538125,-0.007870242,0.008307921,0.0021311291,0.0,-2.0418842,-1.3761789,-0.48246947,2.6316361,0.0,0.25967813,0.040538125,0.15425178,0.27182353,0.18369749,0.11524262,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17850146,0,0.0,0.0,0.0,0.0,0.41892177,3.323168e-05,8.524516e-06,0.0,0.09615043,-0.1525353,-0.052580018,-0.016389411,0.008307921,0.0021311291,0.0,2.1334252,0.34191483,1.7812515,2.629709,0.0,0.26007104,0.052580018,0.15492134,0.27146783,0.18261734,0.114751585,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
17954149,0,0.0,0.0,0.0,0.0,0.419865,3.323168e-05,8.524516e-06,0.0,0.097715475,-0.023433786,-0.03957751,-0.0013113943,0.008307921,0.0021311291,0.0,0.36795056,0.99667275,0.0027177532,2.6205993,0.0,0.2591278,0.03957751,0.15541448,0.2711142,0.18164153,0.11424654,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
18050153,0,0.0,0.0,0.0,0.0,0.41889468,3.323168e-05,8.524516e-06,0.0,0.107929215,-0.045857247,-0.04528101,-0.006507524,0.008307921,0.0021311291,0.0,0.60865986,-2.1158764,-0.2476989,2.6092935,0.0,0.26009813,0.04528101,0.15484335,0.2701201,0.17934047,0.11372909,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
18154157,0,0.0,0.0,0.0,0.0,0.4219048,3.323168e-05,8.524516e-06,0.0,0.07194192,-0.13317172,-0.06739868,-0.023813285,0.008307921,0.0021311291,0.0,0.21177025,-0.5699761,-0.9850153,2.6038454,0.0,0.257088,0.06739868,0.15532425,0.26983094,0.17850551,0.113403864,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
18258158,0,0.0,0.0,0.0,0.0,0.4265024,3.323168e-05,8.524516e-06,0.0,0.015989764,-0.036445573,-0.044221528,0.004811225,0.008307921,0.0021311291,0.0,0.01295548,0.2711543,-0.3619362,2.5996544,0.0,0.2524904,0.044221528,0.15582351,0.26958382,0.17692703,0.11308972,inf,inf,inf,inf,0,1,0,1,1,0,1,1,0,0,0
