timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
16341443,16341345,-0.1439397,0.007952895,0.02770054
16363052,16362943,-0.10941472,-0.018767549,0.00828005
16385491,16385378,0.069277875,0.004712344,-0.052044075
16408639,16408544,0.010189356,0.016004305,-0.030938398
16429453,16429345,-0.0113582015,0.0073178937,0.004267445
16450457,16450234,0.004569799,0.017546298,0.032876693
16474253,16474145,-0.043853536,-0.030212838,0.11626205
16498248,16498145,0.00040315953,-0.001385217,0.108074754
16522243,16522145,0.045193493,-0.017184157,0.06865261
16545604,16545408,-0.051331483,-0.03271927,0.057217143
16566281,16566180,-0.084845096,-0.062429093,0.054930843
16586241,16586146,-0.12864868,-0.05168065,0.091507494
16609441,16609344,-0.10008006,-0.022504702,0.19056982
16634255,16634147,0.03342684,0.021288268,0.13676876
16657441,16657344,0.101393975,0.014738858,0.2174361
16678244,16678149,0.107521124,0.0023927614,0.040468287
16698259,16698157,0.19683002,0.03651883,-0.025824964
16721450,16721353,0.19599701,0.042547617,0.08101824
16741451,16741343,0.26969942,-0.092617095,0.19068311
16762244,16762149,0.27666733,0.11356144,0.049562275
16782241,16782146,0.24088828,0.04896278,0.108981945
16804657,16804544,0.044868074,-0.034225114,-0.07629585
16826304,16826201,-0.087599784,0.016513523,-0.049804002
16850262,16850145,-0.07422786,-0.03883282,0.10675697
16870257,16870143,-0.12774579,-0.06667072,0.12734644
16891850,16891743,-0.15234818,-0.02905523,0.015886948
16913450,16913354,-0.15400551,0.009454492,-0.11298072
16934312,16934191,-0.07493714,0.06676836,-0.050866533
16954429,16954144,-0.058282413,-0.04463108,0.01502687
16975838,16975743,-0.08188786,0.053241372,0.076832
16997478,16997374,-0.18204671,0.060298484,0.08503044
17018251,17018145,-0.14647783,-0.034656983,-0.0033540502
17039040,17038943,0.17782514,-0.032409362,-0.27147126
17059047,17058946,0.12873934,-0.051012058,-0.029481592
17081464,17081369,0.14884871,-0.007032906,-0.015217728
17105495,17105378,0.20428307,0.13329309,0.11049321
17126261,17126151,0.15751046,0.0075390763,0.111938916
17147046,17146945,-0.027062913,0.0023953575,0.10062129
17169479,17169378,0.0675133,-0.050333213,0.07170645
17194278,17194158,0.026366672,-0.0019951619,-0.07351383
17218263,17218159,-0.13117622,0.0041631362,-0.010406947
17238250,17238143,-0.14015794,-0.06189974,0.023864727
17259050,17258945,-0.014423486,-0.012163379,0.0028748605
17281439,17281344,-0.09190986,-0.03905848,-0.011320779
17306241,17306144,-0.15294,0.11631767,-0.057130072
17330270,17330164,-0.0069885133,0.0069033233,-0.04892968
17355041,17354944,0.017387597,-0.040298045,-0.026775794
17379041,17378944,0.09012283,0.025315205,-0.06385257
17403046,17402944,0.048144594,0.07255506,-0.08307618
17427895,17427791,0.098915,-0.022000156,-0.0008137849
17447886,17447781,0.017023891,-0.049891446,0.07654858
17470241,17470146,-0.012708059,0.0034436549,0.06313282
17490239,17490144,0.017924467,-0.029795982,-0.015823023
17511045,17510943,0.030709347,-0.015756518,-0.06707076
17531882,17531765,0.034461733,-0.0065558865,-0.11689733
17555848,17555744,-0.0029849326,-0.019817932,-0.122182176
17579842,17579746,-0.04079911,0.05776437,-0.11684116
17603856,17603747,-0.051545985,0.037607204,-0.1329671
